SEQ_VALUE,MSG_TIME_STAMP,HEAT_NUMBER,AGGREGATE,AL_KGS,AL_MTS,MSG_FLAG,UPDATE_DATE
7454,2022-03-28 01:57:35.650,22401584,LF4,186.470144347368,559.410433042105,C,2022-03-28 01:57:41.913
7453,2022-03-28 01:38:15.883,22201522,LF2,149.137599363158,447.412798089474,C,2022-03-28 01:38:41.783
7452,2022-03-28 01:17:12.720,22301545,LF3,200.695081747368,602.085245242105,C,2022-03-28 01:17:41.897
7451,2022-03-28 01:01:34.863,22101517,LF1,191.774914547368,575.324743642105,C,2022-03-28 01:01:41.780
7450,2022-03-28 00:10:42.867,22401583,LF4,169.118442884211,507.355328652632,C,2022-03-28 00:11:11.820
7449,2022-03-28 00:10:38.540,22401583,LF4,169.118442884211,507.355328652632,C,2022-03-28 00:10:42.100
7448,2022-03-28 00:06:13.263,22101516,LF1,257.273993347368,771.821980042105,C,2022-03-28 00:06:41.703
7447,2022-03-27 23:34:12.827,22401582,LF4,152.190642115789,456.571926347368,C,2022-03-27 23:34:41.660
7446,2022-03-27 23:29:40.320,22201520,LF2,163.231655221053,489.694965663158,C,2022-03-27 23:29:41.697
7445,2022-03-27 22:24:12.853,22301543,LF3,66.0262974999997,198.078892499999,C,2022-03-27 22:24:41.650
7444,2022-03-27 22:11:13.087,22401581,LF1,155.948732421053,467.846197263158,C,2022-03-27 22:11:41.590
7443,2022-03-27 21:04:15.800,22101514,LF1,234.226119336842,702.678358010526,C,2022-03-27 21:04:41.717
7442,2022-03-27 20:26:13.547,22201518,LF2,126.081840115789,378.245520347368,C,2022-03-27 20:26:41.443
7441,2022-03-27 20:23:35.320,22401580,LF4,126.855762915789,380.567288747368,C,2022-03-27 20:23:41.647
7440,2022-03-27 19:24:57.380,22101513,LF1,125.271081315789,375.813243947368,C,2022-03-27 19:25:11.680
7439,2022-03-27 18:46:17.720,22301540,LF3,220.434185442105,661.302556326316,C,2022-03-27 18:46:41.443
7438,2022-03-27 18:14:16.030,22101512,LF1,97.4775585157895,292.432675547368,C,2022-03-27 18:14:41.410
7437,2022-03-27 17:58:57.323,22401578,LF4,160.568488636842,481.705465910526,C,2022-03-27 17:59:11.697
7436,2022-03-27 17:20:55.320,22101511,LF1,142.943096515789,428.829289547368,C,2022-03-27 17:21:11.630
7435,2022-03-27 17:19:34.967,22301539,LF3,137.8884848,413.6654544,C,2022-03-27 17:19:41.340
7434,2022-03-27 16:18:50.997,22101510,LF1,252.994666747368,758.984000242105,C,2022-03-27 16:19:11.733
7433,2022-03-27 16:02:13.610,22301538,LF3,87.1209936,261.3629808,C,2022-03-27 16:02:41.280
7432,2022-03-27 15:19:30.750,22201514,LF2,80.2412235157895,240.723670547368,C,2022-03-27 15:19:41.393
7431,2022-03-27 14:21:30.757,22201513,LF2,178.439073421053,535.317220263158,C,2022-03-27 14:21:41.227
7430,2022-03-27 14:04:55.443,22401575,LF4,187.896482157895,563.689446473684,C,2022-03-27 14:05:12.070
7429,2022-03-27 13:26:36.003,22201512,LF2,151.429289178947,454.287867536842,C,2022-03-27 13:26:41.113
7428,2022-03-27 13:18:11.837,22301536,LF3,203.738014989474,611.214044968421,C,2022-03-27 13:18:41.200
7427,2022-03-27 12:31:30.800,22101507,LF1,116.232473778947,348.697421336842,C,2022-03-27 12:31:41.180
7426,2022-03-27 11:44:10.950,22301535,LF3,142.2528282,426.7584846,C,2022-03-27 11:44:11.247
7425,2022-03-27 11:35:35.787,22201511,LF2,40.8329608,122.4988824,C,2022-03-27 11:35:41.113
7424,2022-03-27 11:29:30.790,22401573,LF4,210.296105526316,630.888316578947,C,2022-03-27 11:29:41.107
7423,2022-03-27 10:52:39.863,22101506,LF1,153.788580921053,461.365742763158,C,2022-03-27 10:52:41.070
7422,2022-03-27 10:42:25.170,22401572,LF4,23.0496585315789,69.1489755947368,C,2022-03-27 10:42:40.870
7421,2022-03-27 10:36:55.030,22201510,LF2,162.418284184211,487.254852552632,C,2022-03-27 10:37:11.490
7420,2022-03-27 09:52:55.047,22101505,LF1,152.842384921053,458.527154763158,C,2022-03-27 09:53:11.090
7419,2022-03-27 09:43:25.160,22301533,LF3,225.649183589474,676.947550768421,C,2022-03-27 09:43:41.000
7418,2022-03-27 08:51:35.997,22401571,LF4,101.733804389474,305.201413168421,C,2022-03-27 08:51:40.933
7417,2022-03-27 07:50:50.730,22201507,LF2,137.462911315789,412.388733947368,C,2022-03-27 07:51:10.943
7416,2022-03-27 07:48:50.723,22301532,LF3,217.123720757895,651.371162273684,C,2022-03-27 07:49:11.360
7415,2022-03-27 07:45:50.660,22101504,LF1,0,0,C,2022-03-27 07:46:14.597
7413,2022-03-27 07:45:43.287,22101504,LF1,0,0,C,2022-03-27 07:46:11.877
7414,2022-03-27 07:45:43.287,22101504,LF1,0,0,C,2022-03-27 07:46:13.277
7412,2022-03-27 07:04:14.100,22401570,LF4,97.822673,293.468019,C,2022-03-27 07:04:40.793
7411,2022-03-27 06:45:53.117,22401569,LF1,240.757408947368,722.272226842105,C,2022-03-27 06:46:11.130
7410,2022-03-27 06:45:53.100,22401569,LF1,240.757408947368,722.272226842105,C,2022-03-27 06:46:10.893
7409,2022-03-27 06:26:39.950,22301530,LF3,343.296823926316,1029.89047177895,C,2022-03-27 06:26:40.800
7408,2022-03-27 06:19:39.890,22101502,LF1,130.444073778947,391.332221336842,C,2022-03-27 06:19:40.783
7407,2022-03-27 05:58:25.193,22201506,LF2,109.046631705263,327.139895115789,C,2022-03-27 05:58:40.860
7406,2022-03-27 04:34:13.860,22101501,LF1,220.462566736842,661.387700210526,C,2022-03-27 04:34:40.657
7405,2022-03-27 04:23:35.750,22301529,LF3,235.7557873,707.2673619,C,2022-03-27 04:23:40.660
7404,2022-03-27 04:02:25.437,22201504,LF2,159.4689248,478.4067744,C,2022-03-27 04:02:40.560
7403,2022-03-27 03:56:49.907,22101500,LF4,185.7151891658,557.1455674974,C,2022-03-27 03:57:10.593
7402,2022-03-27 03:53:34.883,22401567,LF4,0,0,C,2022-03-27 03:53:40.640
7401,2022-03-27 03:08:55.087,22301528,LF3,122.063481652632,366.190444957895,C,2022-03-27 03:09:11.203
7400,2022-03-27 02:34:49.970,22201503,LF2,133.950892789474,401.852678368421,C,2022-03-27 02:35:10.717
7399,2022-03-27 02:16:21.863,22301527,LF3,68931.4184397895,206794.255319368,C,2022-03-27 02:16:40.697
7398,2022-03-27 02:04:34.867,22101499,LF1,150.620170768421,451.860512305263,C,2022-03-27 02:04:40.597
7397,2022-03-27 01:13:36.317,22401565,LF4,46.510688331579,139.532064994737,C,2022-03-27 01:13:40.497
7396,2022-03-27 01:11:36.387,22101498,LF1,25.9374082315789,77.8122246947368,C,2022-03-27 01:11:40.670
7395,2022-03-27 00:57:31.387,22301526,LF3,0,0,C,2022-03-27 00:57:40.557
7394,2022-03-27 00:19:29.917,22201501,LF1,219.637702226316,658.913106678947,C,2022-03-27 00:19:40.420
7393,2022-03-26 23:48:51.370,22301525,LF3,96.7892843,290.3678529,C,2022-03-26 23:49:10.713
7392,2022-03-26 23:27:29.843,22101497,LF1,0,0,C,2022-03-26 23:27:40.387
7391,2022-03-26 23:06:34.897,22401563,LF4,42.163019431579,126.489058294737,C,2022-03-26 23:06:40.373
7390,2022-03-26 22:50:25.247,22201500,LF2,15.464132,46.3923959999999,C,2022-03-26 22:50:40.363
7389,2022-03-26 22:20:25.127,22301524,LF3,162.804842389474,488.414527168421,C,2022-03-26 22:20:40.410
7388,2022-03-26 21:25:25.160,22401562,LF4,99.1788774947369,297.536632484211,C,2022-03-26 21:25:40.210
7387,2022-03-26 21:14:25.200,22301523,LF3,123.3841982,370.1525946,C,2022-03-26 21:14:40.193
7386,2022-03-26 21:10:34.907,22201499,LF2,161.3255028,483.9765084,C,2022-03-26 21:10:40.280
7385,2022-03-26 20:44:50.833,22201498,LF2,194.427221157895,583.281663473684,C,2022-03-26 20:45:12.560
7384,2022-03-26 20:07:30.710,22401561,LF4,39.4169660105264,118.250898031579,C,2022-03-26 20:07:40.203
7383,2022-03-26 19:50:13.067,22301522,LF3,236.872946336842,710.618839010526,C,2022-03-26 19:50:40.107
7382,2022-03-26 19:47:35.707,22101495,LF1,153.297468210526,459.892404631579,C,2022-03-26 19:47:40.220
7381,2022-03-26 19:10:50.937,22401560,LF4,53.590759431579,160.772278294737,C,2022-03-26 19:11:10.723
7380,2022-03-26 19:09:06.047,22201497,LF2,233.966633,701.899899,C,2022-03-26 19:09:10.760
7379,2022-03-26 18:18:13.177,22301521,LF3,90.908345,272.725035,C,2022-03-26 18:18:40.173
7378,2022-03-26 17:42:50.380,22401559,LF4,56.2153657,168.6460971,C,2022-03-26 17:43:10.407
7377,2022-03-26 17:41:30.407,22201496,LF2,113.676586989474,341.029760968421,C,2022-03-26 17:41:40.120
7376,2022-03-26 17:05:35.040,22401558,LF4,11.1747993894736,33.5243981684209,C,2022-03-26 17:05:40.030
7375,2022-03-26 16:18:25.317,22401557,LF4,131.665891594737,394.997674784211,C,2022-03-26 16:18:40.003
7374,2022-03-26 16:00:25.297,22201494,LF2,185.737789889474,557.213369668421,C,2022-03-26 16:00:39.997
7373,2022-03-26 15:06:15.377,22401556,LF4,93.896135231579,281.688405694737,C,2022-03-26 15:06:40.010
7372,2022-03-26 14:42:50.140,22101492,LF1,98.9408657105263,296.822597131579,C,2022-03-26 14:43:11.153
7371,2022-03-26 14:07:32.143,22301520,LF3,228.408505357895,685.225516073684,C,2022-03-26 14:07:39.997
7370,2022-03-26 13:34:49.860,22101491,LF1,59.3956519894737,178.186955968421,C,2022-03-26 13:35:11.263
7369,2022-03-26 13:18:13.650,22401555,LF4,33.8914432,101.6743296,C,2022-03-26 13:18:39.910
7368,2022-03-26 12:50:50.493,22201492,LF2,175.119455189474,525.358365568421,C,2022-03-26 12:51:09.870
7367,2022-03-26 12:42:10.517,22301519,LF3,143.9915583,431.9746749,C,2022-03-26 12:42:39.867
7366,2022-03-26 12:27:30.470,22401554,LF4,253.847646310526,761.542938931579,C,2022-03-26 12:27:39.820
7365,2022-03-26 11:53:30.833,22101490,LF1,79.3533060315789,238.059918094737,C,2022-03-26 11:53:39.827
7364,2022-03-26 11:26:35.030,22401552,LF3,132.223233319989,396.669699959968,C,2022-03-26 11:26:39.797
7363,2022-03-26 10:57:29.497,22201490,LF2,89.881753831579,269.645261494737,C,2022-03-26 10:57:39.847
7362,2022-03-26 10:10:25.233,22101489,LF1,26.5805459315789,79.7416377947368,C,2022-03-26 10:10:39.730
7361,2022-03-26 09:42:26.140,22201489,LF2,120.309856,360.929568,C,2022-03-26 09:42:39.687
7360,2022-03-26 09:15:58.983,22401551,LF4,88.2540541315789,264.762162394737,C,2022-03-26 09:16:09.897
7359,2022-03-26 09:15:56.060,22401551,LF4,88.2540541315789,264.762162394737,C,2022-03-26 09:16:10.330
7358,2022-03-26 09:15:51.950,22401551,LF4,88.2540541315789,264.762162394737,C,2022-03-26 09:16:10.717
7357,2022-03-26 08:27:25.153,22201488,LF2,54.0866222315789,162.259866694737,C,2022-03-26 08:27:39.437
