SEQ_VALUE,MSG_TIME_STAMP,MSG_FLAG,HEAT_NUMBER,GRADE,GRADE_TYPE,AGGREGATE,STATION,AL_chem_first,S_chem_first,C_chem_first,SI_chem_first,First_Probe_temp_lf,Al_Bar_lf,LM_Start_Wt_lf,LTA_lf,Lime_tap,Simn_Tap,final_O2_ppm,LOI_perc,AL_KGS,AL_MTS,Carbon_Node,Oxygen_Node
5710,2022-02-18 20:09:57.463,N,22400900,JDHWG29CCZ,VAG,LF4,4,0.081,0.024,0.044,0.006,1587,20.8421052631579,188,86.38,1015,201,1200,6,178.390570347369,535.171711042105,4,0
5709,2022-02-18 19:51:14.183,N,22100852,JDHST29EXZ,CG/CR,LF1,1,0.094,0.025,0.034,0.006,1568,20.8421052631579,174,123.53,1091,0,882,6,88.3985211894737,265.195563568421,3,0
5708,2022-02-18 19:24:42.413,N,22300879,JDHWG29CCZ,VAG,LF3,3,0.036,0.033,0.04,0.003,1581,20.8421052631579,194,60,709,208,1360,6,222.887837352632,668.663512057895,6,0
5707,2022-02-18 18:39:17.233,N,22200848,JDHST29EXZ,CG/CR,LF2,2,0.055,0.03,0.033,0.004,1599,20.8421052631579,190,95.15,755,0,1240,6,192.2907576,576.8722728,4,7
5706,2022-02-18 18:33:57.340,N,22100851,JDHWG29CCZ,VAG,LF1,1,0.005,0.035,0.036,0,1621,20.8421052631579,188,113.82,1089,0,991,6,381.413651368421,1144.24095410526,15,0
5705,2022-02-18 18:14:37.453,N,22300878,JDHST29EXZ,CG/CR,LF3,3,0.073,0.044,0.037,0,1550,20.8421052631579,183,60,817,0,1010,6,285.634397,856.903191,4,6
5704,2022-02-18 17:43:17.240,N,22200847,JDHWG29CCZ,VAG,LF2,2,0.011,0.026,0.036,0,1550,22,196,60,959,0,1161,6,422.8781622,1268.6344866,13,0
5703,2022-02-18 17:35:14.193,N,22400898,JDHST29EXZ,CG/CR,LF4,4,0.075,0.025,0.033,0.001,1608,20.8421052631579,188,98.2,1015,0,1175,6,184.8685616,554.6056848,4,6
5702,2022-02-18 16:55:42.277,N,22100849,JDHST29EXZ,CG/CR,LF1,1,0.005,0.034,0.027,0.005,1550,20.8421052631579,191,224.77,1091,183,1111,6,368.958819510526,1106.87645853158,10,9
5701,2022-02-18 16:35:58.290,N,22400897,JDHST29EXZ,CG/CR,LF4,4,0.056,0.024,0.028,0.002,1629,20.8421052631579,182,129,1001,0,1056,6,191.6304608,574.8913824,4,7
5700,2022-02-18 15:51:57.440,N,22300876,JDHCG04BCN,CG/CR,LF1,1,0.088,0.03,0.032,0.007,1552,23.1578947368421,183,333.38,500,0,1051,6,124.903409710526,374.710229131579,3,0
5699,2022-02-18 15:41:17.477,N,22400896,JDHST29EXZ,CG/CR,LF4,4,0.019,0.022,0.03,0.001,1550,20.8421052631579,179,61.28,1015,0,1120,6,246.239220189474,738.717660568421,7,4
5698,2022-02-18 15:03:17.290,N,22100848,JDHCG04BCN,CG/CR,LF1,1,0.033,0.03,0.03,0.001,1617,20.8421052631579,205,143.67,867,0,992,6,251.730672757895,755.192018273684,11,5
5697,2022-02-18 14:43:57.380,N,22300875,JDHST29EXZ,CG/CR,LF3,3,0.092,0.016,0.038,0.007,1550,20.8421052631579,182,321.67,1087,0,1070,6,55.5632400315789,166.689720094737,1,1
5696,2022-02-18 14:05:57.717,N,22100847,JDHCG04ACZ,CG/CR,LF1,1,0.054,0.022,0.033,0.004,1574,20.8421052631579,194,60,2183,0,895,6,107.3799074,322.1397222,4,0
5695,2022-02-18 13:47:57.537,N,22300874,JDHCG04BCN,CG/CR,LF3,3,0.063,0.022,0.035,0.002,1550,23.1578947368421,187,88.42,929,0,970,6,162.3908406,487.1725218,4,0
5694,2022-02-18 13:13:10.983,N,22100846,JDHCG04BCN,CG/CR,LF1,1,0.029,0.019,0.03,0.01,1551,20.8421052631579,188,60,2187,0,959,6,178.704386726316,536.113160178947,6,0
5693,2022-02-18 13:11:57.673,N,22400894,JDHCG04BCN,CG/CR,LF4,4,0.077,0.03,0.033,0.004,1583,23.1578947368421,188,60,1010,0,1170,6,145.846223,437.538669,4,6
5692,2022-02-18 12:34:12.473,N,22300872,JDHCG06BCN,CG/CR,LF2,2,0.093,0.012,0.038,0.015,1551,20.8421052631579,196,131.7,926,0,926,6,18.4980288315789,55.4940864947368,1,1
5691,2022-02-18 11:55:17.633,N,22400893,JDHCG04BCN,CG/CR,LF4,4,0.092,0.026,0.026,0.004,1605,23.1578947368421,185,60,1015,0,1250,6,113.0091736,339.0275208,4,6
5690,2022-02-18 11:43:57.520,N,22400892,JDHCG04BCN,CG/CR,LF4,4,0.117,0.011,0.038,0.008,1550,20.8421052631579,187,60,1008,0,1150,6,23.5576227315789,70.6728681947368,1,1
5689,2022-02-18 11:27:17.447,N,22100845,JDHCG04BCN,CG/CR,LF1,1,0.064,0.027,0.032,0.002,1603,20.8421052631579,190,351.42,1094,0,931,6,190.7172382,572.1517146,4,6
5688,2022-02-18 10:47:12.173,N,22300871,JDHCG04BCN,CG/CR,LF3,3,0.042,0.024,0.031,0.002,1550,20.8421052631579,183,135.5,931,0,1030,6,184.350690789474,553.052072368421,5,2
5687,2022-02-18 09:36:37.650,N,22400891,JDHCG04BCN,CG/CR,LF4,4,0.073,0.019,0.031,0.002,1550,23.1578947368421,192,117.85,1013,0,1280,6,140.0952158,420.2856474,4,0
5686,2022-02-18 09:31:17.493,N,22300870,JDHCG04BCN,CG/CR,LF3,3,0.124,0.021,0.032,0.004,1566,20.8421052631579,200,133.25,929,0,935,6,54.4560572,163.3681716,4,0
5685,2022-02-18 09:21:12.367,N,22100843,JDHCG04BCN,CG/CR,LF1,1,0.029,0.042,0.025,0.003,1593,15,190,60,1093,0,1099,6,308.4035552,925.2106656,13,13
5684,2022-02-18 08:58:07.773,N,22200845,JDHCG04BCN,CG/CR,LF2,2,0.005,0.049,0.028,0,1599,20.8421052631579,188,77.55,959,0,1113,6,436.382105010526,1309.14631503158,10,9
5683,2022-02-18 08:08:42.333,N,22100841,JDTL0550DN,VAG,LF1,5,0.017,0.018,0.058,0.091,1550,20.8421052631579,200,60,1299,517,750,6,169.456285031579,508.368855094737,3,0
5682,2022-02-18 08:02:34.180,N,22100842,JDHCG04BCN,CG/CR,LF1,1,0.039,0.035,0.038,0.003,1550,20.8421052631579,184,131.07,1091,512,985,6,239.013904026316,717.041712078947,11,13
5681,2022-02-18 07:43:57.327,N,22300869,JDHCG04BCN,CG/CR,LF3,3,0.069,0.019,0.035,0.001,1600,20.8421052631579,204,428.37,929,0,1070,6,179.6935278,539.0805834,4,0
5680,2022-02-18 07:41:57.203,N,22200844,JDTL0550DN,VAG,LF2,2,0.005,0.034,0.06,0.037,1561,15,186,60,512,1778,850,6,0,0,16,0
5679,2022-02-18 07:20:37.480,N,22400889,JDHCG04BCN,CG/CR,LF4,4,0.013,0.019,0.028,0.002,1590,20.8421052631579,192,74.03,500,136,1260,6,303.004895526316,909.014686578947,12,0
5678,2022-02-18 06:59:57.357,N,22300868,JDHCG04BCN,CG/CR,LF3,3,0.017,0.021,0.026,0.003,1580,23.1578947368421,200,75.62,1037,106,1377,6,265.270310910526,795.810932731579,7,4
5677,2022-02-18 06:23:17.483,N,22300867,JDHCG04BCN,CG/CR,LF3,3,0.017,0.021,0.026,0.003,1581,20.8421052631579,186,70.98,500,1861,1110,6,255.153742489474,765.461227468421,7,4
5676,2022-02-18 06:08:37.397,N,22200843,JDHCG04BCN,CG/CR,LF2,2,0.04,0.02,0.026,0.003,1584,20.8421052631579,188,73,958,0,750,6,176.737217789474,530.211653368421,8,2
5675,2022-02-18 05:44:42.383,N,22400888,JDHCG04BCN,CG/CR,LF4,4,0.049,0.018,0.032,0.002,1571,20.8421052631579,179,87.7,1019,92,1021,6,138.660360289474,415.981080868421,8,2
5674,2022-02-18 05:12:37.453,N,22100840,JDHST29ACZ,CG/CR,LF1,1,0.046,0.024,0.034,0.002,1627,22,195,60,1091,0,750,6,184.2065266,552.6195798,5,2
5673,2022-02-18 04:37:57.337,N,22400887,JDHCG04BCN,CG/CR,LF4,4,0.074,0.018,0.041,0.005,1564,20.8421052631579,205,108.93,1127,82,1218,6,92.339212131579,277.017636394737,1,1
5672,2022-02-18 04:30:42.283,N,22100839,JDHCG04ACZ,CG/CR,LF1,1,0.038,0.032,0.033,0.002,1588,20.8421052631579,182,62.02,1093,0,750,6,246.314619726316,738.943859178947,11,13
5671,2022-02-18 03:55:57.273,N,22300866,JDHST29EXZ,CG/CR,LF3,3,0.052,0.022,0.031,0.004,1577,20.8421052631579,187,60,1040,108,1010,6,166.6611006,499.9833018,4,0
5670,2022-02-18 03:29:52.657,N,22100838,JDHST29EXZ,CG/CR,LF1,1,0.068,0.027,0.034,0.004,1575,20.8421052631579,183,159.02,1091,0,750,6,139.0714714,417.2144142,4,6
5669,2022-02-18 03:14:37.653,N,22300865,JDHST29EXZ,CG/CR,LF3,3,0.075,0.027,0.03,0.002,1577,22,188,73.15,1037,0,1050,6,174.230374,522.691122,4,6
5668,2022-02-18 02:48:37.253,N,22200840,JDHST29EXZ,CG/CR,LF2,2,0.08,0.025,0.033,0.001,1550,22,195,60,848,0,750,6,183.4069876,550.2209628,4,6
5667,2022-02-18 02:16:07.680,N,22300864,JDHST29EXZ,CG/CR,LF3,3,0.054,0.031,0.029,0.004,1601,20.8421052631579,182,60.8,500,0,1030,6,205.0283576,615.0850728,4,7
5666,2022-02-18 01:55:53.737,N,22100837,JDHST29EXZ,CG/CR,LF1,1,0.06,0.04,0.038,0.002,1614,20.8421052631579,191,115.88,853,0,750,6,259.7438156,779.2314468,4,6
5665,2022-02-18 01:33:37.403,N,22200839,JDHST29EXZ,CG/CR,LF2,2,0.052,0.022,0.03,0.005,1550,20.8421052631579,194,60,959,0,750,6,165.366095489474,496.098286468421,3,0
5664,2022-02-18 01:27:57.447,N,22300863,JDHST29EXZ,CG/CR,LF3,3,0.027,0.032,0.029,0.004,1594,22,188,60,1040,86,1210,6,241.2784988,723.8354964,13,10
5663,2022-02-18 00:56:37.423,N,22100836,JDHST29EXZ,CG/CR,LF1,1,0.054,0.038,0.034,0.004,1560,20.8421052631579,196,92.43,1094,0,750,6,218.5939826,655.7819478,4,7
5662,2022-02-18 00:46:37.480,N,22400884,JDHST29EXZ,CG/CR,LF4,4,0.048,0.027,0.03,0.002,1583,22,197,154.27,1246,0,977,6,192.157691,576.473073,5,5
5661,2022-02-17 23:42:37.227,N,22300862,JDHST29EXZ,CG/CR,LF3,3,0.032,0.027,0.03,0.003,1627,22,181,90.87,929,0,1000,6,232.0283638,696.0850914,5,5
5660,2022-02-17 23:33:13.600,N,22100835,JDHCG04B1N,CG/CR,LF1,1,0.048,0.03,0.035,0.01,1589,20.8421052631579,205,60,970,0,934,6,208.353810757895,625.061432273684,11,5
5659,2022-02-17 23:07:54.337,N,22400883,JDHST29EXZ,CG/CR,LF4,4,0.016,0.031,0.031,0.001,1551,20.8421052631579,202,115.05,1246,0,1080,6,290.810628,872.431884,14,10
5658,2022-02-17 22:36:32.480,N,22200837,JDHWT41AMN,VAG,LF2,2,0.05,0.033,0.029,0.002,1613,20.8421052631579,190,60,959,0,750,6,181.339383247369,544.018149742106,4,0
5657,2022-02-17 21:56:37.290,N,22300861,JDHST29EXZ,CG/CR,LF3,3,0.041,0.033,0.031,0.003,1599,20.8421052631579,190,60,931,91,1070,6,242.942887826316,728.828663478947,11,13
5656,2022-02-17 21:43:17.177,N,22200836,JDHST29EXZ,CG/CR,LF2,1,0.045,0.03,0.033,0.001,1550,20.8421052631579,190,60,1876,0,1159,6,193.259862957895,579.779588873684,11,5
5655,2022-02-17 21:04:07.580,N,22300860,JDT00550DN,VAG,LF3,3,0.04,0.025,0.03,0.002,1595,20.8421052631579,188,13647.32,929,0,1150,6,0,0,6,0
5654,2022-02-17 20:31:52.510,N,22400881,JDHST29EXZ,CG/CR,LF4,4,0.064,0.025,0.03,0.007,1613,20.8421052631579,186,60,1221,210,1310,6,153.733500889474,461.200502668421,3,0
5653,2022-02-17 20:15:12.240,N,22200835,JDHST29EXZ,CG/CR,LF2,2,0.039,0.03,0.03,0,1605,22,188,104.6,1252,0,1318,6,240.6581448,721.9744344,11,5
5652,2022-02-17 20:00:32.347,N,22100832,JDHST29EXZ,CG/CR,LF1,1,0.034,0.025,0.031,0.002,1573,20.8421052631579,185,113.63,1011,0,1247,6,229.699100957895,689.097302873684,5,5
5651,2022-02-17 19:35:53.930,N,22400880,JDHST29EXZ,CG/CR,LF4,4,0.085,0.023,0.034,0.001,1583,20.8421052631579,183,60,1219,0,932,6,146.9370058,440.8110174,4,6
5650,2022-02-17 19:05:53.420,N,22200834,JDHWT41ALN,VAG,LF1,1,0.031,0.025,0.03,0.002,1589,20.8421052631579,197,132.45,960,0,998,6,290.016581352632,870.049744057895,6,0
5649,2022-02-17 18:42:37.273,N,22300858,JDHST29EXZ,CG/CR,LF3,3,0.075,0.021,0.034,0.008,1579,20.8421052631579,186,71.05,891,186,952,6,110.049707089474,330.149121268421,3,0
5648,2022-02-17 18:39:12.370,N,22100831,JDHST29EXZ,CG/CR,LF1,1,0.052,0.033,0.032,0.005,1615,20.8421052631579,192,60,1094,0,965,6,209.683178257895,629.049534773684,3,7
5647,2022-02-17 18:02:32.593,N,22300857,JDT00550DN,VAG,LF3,3,0.046,0.015,0.035,0.008,1550,20.8421052631579,180,60,890,235,1041,6,169.4092831,508.2278493,1,0
5646,2022-02-17 17:27:12.520,N,22100830,JDHST29EXZ,CG/CR,LF1,1,0.06,0.031,0.032,0.002,1592,20.8421052631579,184,102.8,1050,0,890,6,210.3708274,631.1124822,4,6
5645,2022-02-17 17:13:37.873,N,22400878,JDTL0550DN,VAG,LF4,4,0.032,0.021,0.028,0.001,1567,20.8421052631579,180,83.87,1217,0,1147,6,281.393567152632,844.180701457895,6,0
5644,2022-02-17 16:54:06.960,N,22100829,JDHST29EXZ,CG/CR,LF1,1,0.06,0.025,0.032,0.004,1550,22,174,107.7,1090,0,920,6,132.1598634,396.4795902,4,6
5643,2022-02-17 16:36:32.450,N,22300856,JDHST29EXZ,CG/CR,LF3,3,0.026,0.022,0.031,0.005,1590,20.8421052631579,190,107.35,924,179,1036,6,226.184441826316,678.553325478948,6,0
5642,2022-02-17 15:55:53.037,N,22400877,JDHST29EXZ,CG/CR,LF4,4,0.11,0.018,0.031,0.002,1573,20.8421052631579,187,60,1218,0,1210,6,76.7611902,230.2835706,4,0
5641,2022-02-17 15:17:54.603,N,22200831,JDHCG04EXZ,CG/CR,LF2,2,0.025,0.02,0.025,0.002,1603,22,199,87.6,1394,0,1526,6,240.2487728,720.7463184,6,0
5640,2022-02-17 14:53:07.520,N,22400876,JDHST29EXZ,CG/CR,LF4,4,0.083,0.023,0.032,0.004,1565,20.8421052631579,189,156.98,786,0,1040,6,117.115725,351.347175,4,6
5639,2022-02-17 14:47:07.590,N,22100828,JDT00550DN,VAG,LF1,5,0.017,0.025,0.049,0.118,1550,15,192,60,953,2118,1483,6,217.5116864,652.5350592,3,0
5638,2022-02-17 14:25:52.287,N,22300854,JDHST29EXZ,CG/CR,LF3,3,0.041,0.018,0.035,0.006,1573,20.8421052631579,205,73.53,926,184,889,6,173.926115762489,521.778347287468,2,2
5637,2022-02-17 13:42:34.163,N,22200830,JDHST29EXZ,CG/CR,LF2,2,0.074,0.018,0.025,0.003,1593,22,202,60,958,0,1299,6,138.3375738,415.0127214,4,0
5636,2022-02-17 13:29:52.290,N,22400875,JDHST29EXZ,CG/CR,LF4,4,0.059,0.022,0.023,0.004,1555,20.8421052631579,186,124.03,1011,0,936,6,144.5777324,433.7331972,4,0
5635,2022-02-17 12:55:12.370,N,22100827,JDT00550DN,VAG,LF1,1,0.02,0.026,0.028,0.004,1555,20.8421052631579,186,116.38,1091,0,1272,6,286.739750821053,860.219252463158,8,0
5634,2022-02-17 12:27:52.380,N,22300852,JDHCG04B1N,CG/CR,LF4,4,0.03,0.017,0.031,0.007,1550,20.8421052631579,177,95.23,1203,193,1160,6,182.918141126316,548.754423378947,6,0
5633,2022-02-17 12:02:32.280,N,22200829,JDHCG04B1N,CG/CR,LF2,2,0.004,0.021,0.031,0.002,1601,23.1578947368421,203,60,958,0,1016,6,363.535716689474,1090.60715006842,10,9
5632,2022-02-17 11:53:52.277,N,22400874,JDT00550DN,VAG,LF4,4,0.005,0.018,0.058,0.081,1550,15,181,60,500,1989,750,6,0,0,16,0
5631,2022-02-17 11:26:07.757,N,22100826,JDHCG04B1N,CG/CR,LF1,1,0.122,0.029,0.032,0.002,1583,20.8421052631579,194,96.38,1091,0,926,6,119.9810738,359.9432214,4,6
5630,2022-02-17 11:23:07.533,N,22300851,JDHCG04B1N,CG/CR,LF3,3,0.02,0.027,0.026,0.004,1608,20.8421052631579,205,80.58,929,189,1260,6,298.654270252632,895.962810757895,14,10
5629,2022-02-17 11:10:33.070,N,22200828,JDT00550DN,VAG,LF2,2,0.122,0.029,0.032,0.002,1555,15,205,60,500,1978,979,6,0,0,5,0
5628,2022-02-17 10:08:32.393,N,22100825,JDHCG04B1N,CG/CR,LF1,1,0.07,0.025,0.026,0.005,1593,20.8421052631579,193,62.67,1091,0,1137,6,148.418317089474,445.254951268421,3,0
5627,2022-02-17 10:07:52.427,N,22400873,JDHCG04B1N,CG/CR,LF4,4,0.028,0.021,0.033,0.003,1551,20.8421052631579,196,94.18,908,183,1160,6,224.582322126316,673.746966378947,6,0
5626,2022-02-17 09:38:31.797,N,22300850,JDT00550DN,VAG,LF3,3,0.004,0.026,0.068,0.179,1550,15,180,60,500,1986,1140,6,0,0,16,0
5625,2022-02-17 09:34:37.260,N,22200827,JDHCG04B1N,CG/CR,LF2,2,0.062,0.029,0.029,0.007,1589,23.1578947368421,204,95.03,959,183,1069,6,171.097441710526,513.292325131579,3,0
5624,2022-02-17 09:02:07.703,N,22400872,JDHCG04B1N,CG/CR,LF4,4,0.086,0.024,0.035,0.007,1569,20.8421052631579,201,80.93,792,186,842,6,106.790188889474,320.370566668421,3,0
5623,2022-02-17 08:22:32.507,N,22200826,JDHCG04B1N,CG/CR,LF1,1,0.013,0.023,0.03,0.01,1583,20.8421052631579,205,60,735,0,750,6,283.663554526316,850.990663578947,12,0
5622,2022-02-17 08:07:12.303,N,22300849,JDHCG04B1N,CG/CR,LF3,3,0.031,0.022,0.03,0.005,1573,20.8421052631579,170,7302.68,929,192,1140,6,208.933340794737,626.80002238421,5,3
5621,2022-02-17 07:37:11.820,N,22100823,JDHCG04B1N,CG/CR,LF1,1,0.008,0.024,0.029,0.001,1573,23.1578947368421,194,60,1311,0,1242,6,340.913534989474,1022.74060496842,10,9
5620,2022-02-17 07:33:12.230,N,22400871,JDHCG04B1N,CG/CR,LF4,4,0.055,0.025,0.03,0.007,1551,20.8421052631579,195,60,915,199,1002,6,168.613691589474,505.841074768421,3,7
5619,2022-02-17 07:22:32.390,N,22300848,JDT00550DN,VAG,LF3,3,0.002,0.027,0.051,0.1,1550,15,192,60,709,213,1300,6,432.5469069,1297.6407207,13,0
5618,2022-02-17 07:15:12.387,N,22200825,JDHCG04B1N,CG/CR,LF1,1,0.054,0.012,0.038,0.006,1573,22,205,60,1672,0,2101,6,66.2434546,198.7303638,1,1
5617,2022-02-17 06:36:37.707,N,22400870,JDHCG04B1N,CG/CR,LF4,4,0.044,0.019,0.035,0.006,1551,20.8421052631579,179,60,1012,141,1290,6,149.943220089474,449.829660268421,2,2
5616,2022-02-17 05:38:32.483,N,22200824,JDHCG04B1N,CG/CR,LF1,1,0.015,0.025,0.035,0.003,1550,20.8421052631579,205,60,958,0,750,6,275.147324526316,825.441973578947,12,14
5615,2022-02-17 05:36:32.680,N,22400869,JDHCG04ACN,CG/CR,LF4,4,0.033,0.028,0.034,0.005,1550,20.8421052631579,191,60,1019,137,916,6,228.932568357895,686.797705073684,5,5
5614,2022-02-17 04:56:32.590,N,22300846,JDHCG04ACN,CG/CR,LF3,3,0.015,0.023,0.033,0.003,1550,20.8421052631579,170,79.42,930,135,1138,6,285.936816526316,857.810449578947,12,0
5613,2022-02-17 04:44:07.347,N,22100821,JDHCG04B1N,CG/CR,LF1,1,0.046,0.027,0.03,0.005,1576,20.8421052631579,184,69.37,1093,0,952,6,192.515575757895,577.546727273684,5,5
5612,2022-02-17 04:29:12.403,N,22100820,JDT00550DN,VAG,LF1,1,0.012,0.027,0.03,0.005,1594,15,193,60,1091,76,1156,6,247.8575069,743.5725207,13,0
5611,2022-02-17 04:04:32.333,N,22400868,JDHCG04ACN,CG/CR,LF4,4,0.024,0.026,0.033,0.005,1568,23.1578947368421,205,75.88,1154,144,1010,6,191.551286073684,574.653858221052,13,14
5610,2022-02-17 04:02:32.340,N,22200823,JDT00550DN,VAG,LF2,2,0.005,0.026,0.045,0.065,1556,15,195,60,500,1781,903,6,0,0,16,0
5609,2022-02-17 03:18:32.437,N,22400867,JDHCG04ACN,CG/CR,LF4,4,0.042,0.027,0.032,0.007,1550,20.8421052631579,193,60,1017,146,1093,6,207.471210394737,622.413631184211,5,5
5608,2022-02-17 03:11:12.510,N,22200822,JDHWT41AMN,VAG,LF2,2,0.012,0.023,0.038,0.093,1577,22,191,63.77,959,1188,1170,6,220.8548274,662.5644822,3,0
5607,2022-02-17 02:17:12.567,N,22200821,JDHWT41AMN,VAG,LF1,1,0.034,0.022,0.038,0.072,1562,18.5263157894737,187,1364.5,961,1178,1191,6,169.672211265,509.016633795,1,0
5606,2022-02-17 02:13:12.373,N,22400866,JDHCG04ACN,CG/CR,LF4,4,0.065,0.027,0.036,0.004,1550,22,189,60,1117,219,1133,6,143.4098072,430.2294216,15,6
5605,2022-02-17 01:33:12.453,N,22100818,JDHWT41AMN,VAG,LF1,1,0.046,0.018,0.038,0.082,1625,20.8421052631579,193,146.83,1091,1160,1080,6,148.7882698791,446.3648096373,1,0
5604,2022-02-17 01:24:32.430,N,22300843,JDHCG04B1N,CG/CR,LF3,3,0.01,0.025,0.034,0.003,1564,20.8421052631579,179,60,1256,1912,1236,6,191.170048442105,573.510145326316,10,9
5603,2022-02-17 00:44:32.300,N,22400865,JDHCG04B1N,CG/CR,LF4,4,0.055,0.017,0.029,0.006,1591,20.8421052631579,192,60,1027,149,1110,6,104.039191631579,312.117574894737,1,1
5602,2022-02-17 00:32:34.903,N,22100817,JDHWT41ALN,VAG,LF1,1,0.05,0.024,0.038,0.053,1572,20.8421052631579,196,60,1090,1157,1138,6,189.378392347368,568.135177042105,7,0
5601,2022-02-16 23:52:34.757,N,22400864,JDHCG04ACN,CG/CR,LF4,4,0.037,0.018,0.028,0.001,1566,20.8421052631579,196,73.03,900,0,1036,6,178.794405489474,536.383216468421,8,2
5600,2022-02-16 23:36:33.283,N,22200819,JDHSH41ALN,VAG,LF2,2,0.042,0.02,0.035,0.029,1585,20.8421052631579,185,83.57,956,1191,1273,6,155.5769153289,466.7307459867,1,0
5599,2022-02-16 23:19:52.393,N,22300841,JDHCG04ACN,CG/CR,LF3,3,0.05,0.026,0.038,0.003,1568,20.8421052631579,174,6766.65,500,0,1040,6,180.610080357895,541.830241073684,5,5
5598,2022-02-16 22:57:52.167,N,22200818,JDHWT41ALN,VAG,LF1,1,0.017,0.028,0.038,0.027,1550,19.6842105263158,170,60,846,1178,1249,6,240.779288642105,722.337865926316,12,0
5597,2022-02-16 22:18:32.363,N,22400863,JDHCG04ACN,CG/CR,LF4,4,0.052,0.024,0.031,0.004,1601,23.1578947368421,205,60,1017,0,997,6,171.8812986,515.6438958,4,7
5596,2022-02-16 22:12:32.347,N,22100815,JDHWT41ALN,VAG,LF1,1,0.041,0.021,0.039,0.029,1619,17.3684210526316,190,124.25,1215,968,1171,6,163.2285225725,489.6855677175,1,0
5595,2022-02-16 21:43:39.117,N,22400862,JDHCG04ACN,CG/CR,LF4,4,0.082,0.034,0.031,0.003,1593,23.1578947368421,183,61.08,1020,0,1070,6,173.1910806,519.5732418,4,6
5594,2022-02-16 21:06:32.520,N,22200817,JDHWT41AMN,VAG,LF2,2,0.029,0.035,0.04,0.044,1616,20.8421052631579,192,78.58,959,1181,1474,6,244.153562921053,732.460688763158,12,0
5593,2022-02-16 20:41:11.977,N,22300839,JDHST29EXZ,CG/CR,LF3,3,0.065,0.03,0.032,0.002,1614,20.8421052631579,170,76.53,931,0,1130,6,192.9584454,578.8753362,4,6
5592,2022-02-16 20:17:12.417,N,22200816,JDHCG04ACN,CG/CR,LF2,2,0.034,0.03,0.031,0.007,1566,22,186,373.02,958,0,1066,6,239.0241988,717.0725964,11,5
5591,2022-02-16 19:51:12.620,N,22300838,JDHCG04ACN,CG/CR,LF3,3,0.082,0.026,0.035,0.002,1567,25,177,60,932,0,906,6,143.9656934,431.8970802,4,6
5590,2022-02-16 19:30:37.300,N,22100813,JDHCG04ACN,CG/CR,LF1,1,0.052,0.03,0.033,0.003,1622,23.1578947368421,185,79.23,1090,0,915,6,196.935594,590.806782,4,7
5589,2022-02-16 19:19:12.490,N,22400860,JDHST29EXZ,CG/CR,LF4,4,0.014,0.026,0.03,0.003,1585,23.1578947368421,190,60,1014,0,1046,6,319.352677773684,958.058033321053,12,0
5588,2022-02-16 18:37:12.260,N,22300837,JDHST29EXZ,CG/CR,LF3,3,0.062,0.034,0.032,0.002,1592,23.1578947368421,185,60,930,0,1120,6,223.2226708,669.6680124,4,6
5587,2022-02-16 18:19:12.553,N,22400859,JDHST29EXZ,CG/CR,LF4,4,0.068,0.023,0.03,0.002,1599,23.1578947368421,195,60,1031,0,1086,6,172.4644006,517.3932018,4,6
5586,2022-02-16 18:04:37.393,N,22200814,JDHST29EXZ,CG/CR,LF2,2,0.044,0.03,0.026,0.001,1578,22,189,184.58,959,0,1104,6,217.5652908,652.6958724,11,5
5585,2022-02-16 17:28:32.397,N,22300836,JDHST29EXZ,CG/CR,LF3,3,0.09,0.029,0.041,0.001,1550,23.1578947368421,174,60,1089,0,955,6,150.7319172,452.1957516,4,6
5584,2022-02-16 17:11:12.410,N,22100811,JDHCG04ACN,CG/CR,LF1,1,0.062,0.026,0.033,0.01,1602,22,184,60,1090,0,915,6,143.8067032,431.4201096,3,0
5583,2022-02-16 16:15:12.827,N,22300835,JDHCG04ACN,CG/CR,LF3,3,0.08,0.028,0.032,0.002,1584,23.1578947368421,174,139.15,929,0,1761,6,160.4193394,481.2580182,4,6
5582,2022-02-16 16:09:52.573,N,22100810,JDHCG04ACN,CG/CR,LF1,1,0.06,0.02,0.036,0.006,1574,23.1578947368421,186,60,1093,0,1110,6,86.921949768421,260.765849305263,1,1
5581,2022-02-16 15:35:55.177,N,22400857,JDHST29EXZ,CG/CR,LF4,4,0.08,0.027,0.032,0.002,1566,23.1578947368421,180,60,1011,0,1090,6,156.6559354,469.9678062,4,6
5580,2022-02-16 15:35:11.300,N,22200812,JDHST29EXZ,CG/CR,LF2,2,0.08,0.027,0.028,0.002,1579,23.1578947368421,189,62.45,956,0,1236,6,171.6529496,514.9588488,4,6
5579,2022-02-16 14:31:07.330,N,22400856,JDHST29EXZ,CG/CR,LF4,4,0.048,0.025,0.028,0.002,1572,23.1578947368421,185,101,1011,0,1140,6,185.784423442105,557.353270326316,5,5
5578,2022-02-16 14:30:32.283,N,22100809,JDHST29EXZ,CG/CR,LF1,1,0.014,0.026,0.037,0.008,1643,23.1578947368421,184,62.25,1313,0,750,6,242.374055073684,727.122165221052,12,14
5577,2022-02-16 13:47:07.883,N,22300833,JDHST29EXZ,CG/CR,LF3,3,0.08,0.025,0.035,0.001,1586,20.8421052631579,170,97.62,927,0,1010,6,161.617582,484.852746,4,6
