SEQ_VALUE,MSG_TIME_STAMP,MSG_FLAG,HEAT_NUMBER,GRADE,GRADE_TYPE,AGGREGATE,STATION,AL_chem_first,S_chem_first,C_chem_first,SI_chem_first,First_Probe_temp_lf,Al_Bar_lf,LM_Start_Wt_lf,LTA_lf,Lime_tap,Simn_Tap,final_O2_ppm,LOI_perc,AL_KGS,AL_MTS,Carbon_Node,Oxygen_Node
4226,2022-01-19 06:55:31.717,N,22300320,JDHWT41AH1,VAG,LF3,3,0.024,0.017,0.041,0.139,1612,20.8421052631579,183,60,827,1185,1369,6,183.739007431579,551.217022294737,3,0
4225,2022-01-19 06:21:31.953,N,22100294,JDHWT43AHZ,VAG,LF1,1,0.061,0.019,0.044,0.135,1555,17.3684210526316,170,124.87,839,955,1208,6,107.295712578947,321.887137736842,2,0
4224,2022-01-19 06:05:37.617,N,22300319,JDHWT41AMN,VAG,LF3,3,0.015,0.023,0.04,0.066,1550,15,190,125.27,996,1180,1143,6,210.379025,631.137075,3,0
4223,2022-01-19 05:49:06.923,N,22200305,JDHWT43AHZ,VAG,LF2,2,0.085,0.016,0.046,0.173,1575,16.2105263157895,205,123.27,847,1186,1075,6,103.447815173684,310.343445521053,2,0
4222,2022-01-19 04:54:12.700,N,22400317,JDHWT41AMN,VAG,LF4,4,0.045,0.016,0.041,0.102,1550,15,200,60,1216,1225,1398,6,120.5451167,361.6353501,1,0
4221,2022-01-19 04:33:31.660,N,22200304,JDHWT41AMN,VAG,LF2,1,0.059,0.016,0.044,0.14,1550,22,205,60,1251,1188,1213,6,95.1244375,285.3733125,2,0
4220,2022-01-19 04:10:52.007,N,22100292,JDHWT41AMN,VAG,LF1,1,0.059,0.018,0.04,0.077,1577,16.2105263157895,186,172.1,966,1149,1472,6,96.3520683736842,289.056205121053,2,0
4219,2022-01-19 04:08:11.997,N,22300318,JDHWT41AMN,VAG,LF3,3,0.042,0.02,0.043,0.096,1565,15,200,60,500,1185,1186,6,150.32501,450.97503,1,0
4218,2022-01-19 03:21:31.880,N,22400316,JDHWT41AMN,VAG,LF4,4,0.057,0.018,0.04,0.129,1635,17.3684210526316,199,60,1013,1249,1610,6,100.159639078947,300.478917236842,2,0
4217,2022-01-19 03:16:51.647,N,22200303,JDTL0500DN,VAG,LF2,2,0.004,0.019,0.05,0.044,1571,15,195,60,658,1778,781,6,0,0,16,0
4216,2022-01-19 02:51:36.720,N,22100291,JDHCP41ATN,VAG,LF1,1,0.033,0.018,0.037,0.13,1595,15,195,152.37,1211,960,1181,6,159.6835644049,479.0506932147,1,0
4215,2022-01-19 02:34:51.627,N,22400315,JDHWT41ATN,VAG,LF4,4,0.025,0.018,0.034,0.11,1598,17.3684210526316,194,65.78,1359,1029,1418,6,171.162370526316,513.487111578947,3,0
4214,2022-01-19 02:07:31.770,N,22300316,JDHWT41ATN,VAG,LF3,3,0.041,0.026,0.037,0.129,1598,15,195,60,928,1187,1560,6,164.8480901,494.5442703,7,0
4213,2022-01-19 01:46:12.117,N,22200302,JDHWT41ATN,VAG,LF2,2,0.058,0.018,0.045,0.165,1571,16.2105263157895,194,60,849,1191,1180,6,118.203032673684,354.609098021053,2,0
4212,2022-01-19 01:09:33.497,N,22400314,JDHWT41ATN,VAG,LF4,4,0.043,0.018,0.039,0.143,1584,15,194,93.32,1010,2445,750,6,85.3005432364,255.9016297092,1,0
4211,2022-01-19 01:00:51.843,N,22300315,JDHWT46AHZ,VAG,LF3,3,0.016,0.025,0.044,0.15,1587,17.3684210526316,192,118.03,928,1190,1250,6,225.985156726316,677.955470178947,3,0
4210,2022-01-19 00:17:31.650,N,22400313,JDHST52AT0,VAG,LF4,4,0.046,0.017,0.042,0.183,1577,15,194,120.32,1010,1211,1728,6,122.4354462264,367.3063386792,1,0
4209,2022-01-19 00:12:51.750,N,22100289,JDHWT46AHZ,VAG,LF1,1,0.019,0.022,0.045,0.201,1569,25,195,60,1200,1156,1356,6,198.9730188,596.9190564,3,0
4208,2022-01-18 23:33:31.870,N,22300314,JDHST52ATE,VAG,LF3,3,0.042,0.02,0.045,0.215,1588,20.8421052631579,188,60,2538,2396,1530,6,89.70341,269.11023,1,0
4207,2022-01-18 23:27:31.800,N,22200300,JDHWT46AHZ,VAG,LF2,2,0.01,0.014,0.041,0.207,1579,17.3684210526316,186,515.18,849,1197,1580,6,0,0,16,0
4206,2022-01-18 22:58:51.977,N,22100288,JDHWT46AHZ,VAG,LF1,1,0.05,0.021,0.043,0.248,1581,16.2105263157895,184,60,1090,1155,1263,6,134.3944737,403.1834211,1,0
4205,2022-01-18 22:54:12.890,N,22400312,JDHWT46AHZ,VAG,LF4,4,0.062,0.021,0.047,0.23,1598,15,198,60,1015,1230,1362,6,159.0845636,477.2536908,5,0
4204,2022-01-18 22:11:31.680,N,22300313,JDHWT46AHZ,VAG,LF3,3,0.038,0.024,0.039,0.2,1596,15,183,92.28,1223,1220,1179,6,149.6439274,448.9317822,7,0
4203,2022-01-18 22:04:06.873,N,22100287,JDHWT41ATN,VAG,LF1,1,0.028,0.029,0.041,0.16,1554,15,197,104.62,1383,1154,1386,6,211.6732089,635.0196267,12,0
4202,2022-01-18 21:23:32.030,N,22400311,JDHWT46AHZ,VAG,LF4,4,0.052,0.002,0.037,0.234,1608,15,196,60,1018,1259,1257,6,62.516734,187.550202,1,0
4201,2022-01-18 21:12:51.960,N,22300312,JDTL0550DN,VAG,LF3,3,0.004,0.028,0.054,0.065,1586,15,185,66.12,500,1775,750,6,0,0,16,0
4200,2022-01-18 21:08:11.740,N,22200298,JDHWT41ATN,VAG,LF2,2,0.031,0.013,0.031,0.139,1550,15,181,94.83,959,1186,1239,6,129.3238358391,387.9715075173,1,0
4199,2022-01-18 20:38:06.837,N,22100286,JDHST52AMN,VAG,LF1,1,0.042,0.028,0.038,0.225,1596,15,182,60,1311,1157,1384,6,158.2938018,474.8814054,7,0
4198,2022-01-18 20:24:51.400,N,22400310,JDHWT46AHZ,VAG,LF4,4,0.044,0.022,0.047,0.235,1596,15,194,94.32,1010,1262,1158,6,145.9459469064,437.8378407192,1,0
4197,2022-01-18 19:41:31.940,N,22400309,JDHST52AMN,VAG,LF4,4,0.074,0.025,0.042,0.212,1550,15,187,193.23,905,1237,1150,6,106.1438458,318.4315374,5,0
4196,2022-01-18 19:40:11.847,N,22200297,JDHWT46AHZ,VAG,LF2,2,0.034,0.026,0.033,0.17,1587,15,184,60,659,1176,1404,6,154.6580556,463.9741668,7,0
4195,2022-01-18 18:46:51.920,N,22200296,JDHWT46AHZ,VAG,LF2,2,0.031,0.024,0.034,0.17,1550,15,183,96.22,959,1188,1359,6,165.4982109,496.4946327,7,0
4194,2022-01-18 18:32:11.803,N,22400308,JDHST52AMN,VAG,LF4,4,0.08,0.025,0.04,0.211,1576,17.3684210526316,190,68.8,1216,1188,1182,6,83.1349652105263,249.404895631579,5,0
4193,2022-01-18 18:03:06.730,N,22400307,JDHST52AMN,VAG,LF4,4,0.079,0.02,0.044,0.19,1569,15,205,60,500,1206,1191,6,134.4498343,403.3495029,2,0
4192,2022-01-18 17:48:11.713,N,22300309,JDHWT43AHZ,VAG,LF3,3,0.037,0.028,0.038,0.15,1567,15,205,180.28,1122,1185,1209,6,202.0205503,606.0616509,7,0
4191,2022-01-18 17:30:36.487,N,22200295,JDHWT46AHZ,VAG,LF2,2,0.04,0.022,0.038,0.166,1584,15,188,103.28,961,1180,1341,6,151.9608852456,455.8826557368,1,0
4190,2022-01-18 16:54:52.943,N,22300308,JDHST52AMN,VAG,LF3,3,0.058,0.022,0.043,0.21,1554,17.3684210526316,205,60,1127,1041,1217,6,168.812769210526,506.438307631579,5,0
4189,2022-01-18 16:14:11.737,N,22400306,JDHST52AMN,VAG,LF4,4,0.056,0.024,0.043,0.186,1572,17.3684210526316,205,137.78,1013,1037,1370,6,204.241494210526,612.724482631579,5,0
4188,2022-01-18 16:07:31.647,N,22200294,JDHST52AMN,VAG,LF2,2,0.056,0.017,0.053,0.004,1604,15,185,60,961,1181,1468,6,96.5554011,289.6662033,2,0
4187,2022-01-18 15:28:52.007,N,22300307,JDHST52AMN,VAG,LF3,3,0.036,0.023,0.04,0.17,1571,17.3684210526316,185,60,1125,1411,1479,6,163.833821089474,491.501463268421,7,0
4186,2022-01-18 14:59:31.880,N,22200293,JDHST52AMN,VAG,LF2,2,0.018,0.03,0.036,0.145,1595,15,184,60,961,1186,1117,6,307.192753,921.578258999999,12,0
4185,2022-01-18 14:49:31.863,N,22400305,JDHWT43AHZ,VAG,LF4,4,0.045,0.038,0.039,0.235,1603,17.3684210526316,194,60,806,1237,1450,6,199.063609089474,597.190827268421,7,0
4184,2022-01-18 14:24:51.950,N,22300306,JDHST52AMN,VAG,LF3,3,0.036,0.025,0.039,0.15,1577,22,200,60,500,974,1470,6,224.5722835,673.7168505,7,0
4183,2022-01-18 14:03:31.683,N,22400304,JDHWT43AHZ,VAG,LF1,1,0.084,0.032,0.041,0.172,1550,18.5263157894737,205,60,1211,1035,1442,6,132.643760357895,397.931281073684,5,0
4182,2022-01-18 13:35:37.590,N,22300305,JDHST52ALN,VAG,LF3,3,0.005,0.033,0.053,0.053,1550,20.8421052631579,170,64.28,928,1183,1331,6,175.308739410526,525.926218231579,11,0
4181,2022-01-18 13:01:36.850,N,22200291,JDHWT41ATN,VAG,LF2,2,0.036,0.032,0.038,0.119,1573,17.3684210526316,197,83.28,846,1176,750,6,201.159888989474,603.479666968421,7,0
4180,2022-01-18 12:48:11.947,N,22400303,JDHWT41AMN,VAG,LF4,4,0.039,0.026,0.042,0.124,1570,19.6842105263158,205,98.72,1213,1220,1245,6,219.909664994737,659.728994984211,7,0
4179,2022-01-18 12:32:31.763,N,22300304,JDHWT41ATN,VAG,LF1,1,0.035,0.022,0.042,0.168,1578,18.5263157894737,179,249.28,928,1185,1198,6,165.9632071656,497.8896214968,1,0
4178,2022-01-18 12:27:46.747,N,22400302,JDHWT41AMN,VAG,LF4,4,0.027,0.029,0.042,0.112,1550,19.6842105263158,205,85.18,1218,1212,1303,6,107.465992742105,322.397978226316,12,0
4177,2022-01-18 11:07:17.157,N,22400301,JDHWT41AMN,VAG,LF4,4,0.049,0.033,0.048,0.111,1550,19.6842105263158,205,60,900,1241,1278,6,217.950189694737,653.850569084211,7,0
4175,2022-01-18 11:07:12.143,N,22200288,JDHWT41AMN,VAG,LF1,1,0.068,0.012,0.043,0.184,1580,20.8421052631579,191,60,1403,1426,1719,6,39.0501338947368,117.15040168421,2,0
4176,2022-01-18 11:07:12.143,N,22300302,JDHWT41AMN,VAG,LF3,3,0.032,0.033,0.039,0.113,1570,17.3684210526316,195,65.4,1036,1182,1380,6,217.893058089474,653.679174268421,7,0
4172,2022-01-18 11:07:07.260,N,22200287,JDHWT41AMN,VAG,LF1,1,0.045,0.005,0.048,0.186,1556,23.1578947368421,205,70.82,1948,1412,1438,6,89.2170262114001,267.6510786342,1,0
4173,2022-01-18 11:07:07.260,N,22400300,JDHST29ACN,CG/CR,LF4,4,0.018,0.033,0.033,0.01,1580,22,204,77.62,1216,101,1280,6,240.399338,721.198014,14,10
4174,2022-01-18 11:07:07.260,N,22400299,JDHST29ACN,CG/CR,LF4,4,0.048,0.022,0.041,0.01,1550,22,203,60,1546,163,1110,6,153.3056038,459.9168114,5,2
4171,2022-01-17 17:31:21.953,N,22300289,JDHCG04B1N,CG/CR,LF3,3,0.032,0.027,0.026,0.003,1614,22,190,95.43,1429,0,1865,6,259.0629375,777.1888125,5,5
4170,2022-01-17 16:47:22.087,N,22400287,JDHCG04B1N,CG/CR,LF4,4,0.099,0.022,0.05,0.012,1560,22,185,79.33,988,249,942,6,35.7265668999999,107.1797007,3,0
4169,2022-01-17 16:44:07.730,N,22200274,JDHWT41ALN,VAG,LF2,2,0.021,0.022,0.034,0.048,1580,18.5263157894737,183,61.33,959,1179,1395,6,204.476474094737,613.42942228421,3,0
4168,2022-01-17 16:11:22.103,N,22300288,JDHCG04B1N,CG/CR,LF3,3,0.056,0.016,0.03,0.008,1596,20.8421052631579,188,79.37,924,186,1140,6,95.422492431579,286.267477294737,1,1
4167,2022-01-17 15:48:06.787,N,22100270,JDHWT41ALN,VAG,LF1,1,0,0,0,0,1581,18.5263157894737,190,60,1090,1154,1202,6,203.963952631579,611.891857894737,11,0
4166,2022-01-17 15:17:21.890,N,22400286,JDHCG04B1N,CG/CR,LF4,4,0.059,0.018,0.036,0.006,1608,22,205,60,904,226,1140,6,109.1998322,327.5994966,1,1
4165,2022-01-17 14:53:37.123,N,22100269,JDHWT41ALN,VAG,LF1,1,0.012,0.018,0.039,0.044,1570,17.3684210526316,193,78.37,1092,1154,1037,6,191.656107926316,574.968323778947,3,0
4164,2022-01-17 14:15:22.037,N,22400285,JDHCG04B1N,CG/CR,LF4,4,0.04,0.019,0.034,0.006,1586,20.8421052631579,205,60,1239,0,1170,6,172.760768489474,518.282305468421,2,2
4163,2022-01-17 14:09:22.110,N,22200272,JDHWT41ALN,VAG,LF2,2,0.028,0.022,0.039,0.038,1601,20.8421052631579,195,96.83,849,1181,1262,6,192.182863231579,576.548589694737,3,0
4162,2022-01-17 13:21:22.007,N,22300286,JDHCG04B1N,CG/CR,LF3,3,0.056,0.023,0.034,0.005,1594,20.8421052631579,191,139.63,828,93,971,6,164.630935257895,493.892805773684,3,7
4161,2022-01-17 12:49:21.753,N,22300285,JDHST29ACN,CG/CR,LF3,3,0.022,0.018,0.037,0.007,1550,23.1578947368421,176,122.1,1754,540,921,6,203.229152010526,609.687456031579,7,4
4160,2022-01-17 12:03:17.337,N,22100267,JDHTR34ALZ,VAG,LF1,1,0.042,0.016,0.048,0.051,1588,20.8421052631579,194,60,1088,1159,1151,6,145.68534,437.05602,1,0
4159,2022-01-17 10:57:21.883,N,22100266,JDHTR34ALZ,VAG,LF1,1,0.027,0.016,0.04,0.055,1579,20.8421052631579,193,99.77,1091,1158,1185,6,156.317964031579,468.953892094737,3,0
4158,2022-01-17 10:51:21.737,N,22300284,JDHST29ACN,CG/CR,LF3,3,0.038,0.016,0.033,0.005,1604,23.1578947368421,182,60,929,184,830,6,153.233813210526,459.701439631579,2,2
4157,2022-01-17 10:12:07.100,N,22200269,JDHTR34ALZ,VAG,LF2,2,0.014,0.015,0.036,0.029,1590,20.8421052631579,188,98.62,959,1188,1261,6,187.158357431579,561.475072294737,3,0
4156,2022-01-17 09:47:22.047,N,22300283,JDHST29ACN,CG/CR,LF3,3,0.047,0.018,0.039,0.007,1579,22,182,80.28,928,207,975,6,144.1519961292,432.4559883876,2,2
4155,2022-01-17 09:35:32.830,N,22100265,JDHTR34ALZ,VAG,LF1,1,0.004,0.02,0.04,0.024,1604,17.3684210526316,199,60.78,1094,1162,1215,6,247.558273242105,742.674819726316,11,0
4154,2022-01-17 09:09:21.927,N,22400281,JDHCG04ACZ,CG/CR,LF4,4,0.046,0.023,0.034,0.007,1602,25,194,99.8,1214,0,1040,6,162.8951773,488.6855319,5,2
4153,2022-01-17 08:31:21.793,N,22300282,JDHCG04ACZ,CG/CR,LF3,3,0.032,0.019,0.03,0.002,1585,23.1578947368421,181,60,925,0,1030,6,191.696879552632,575.090638657895,8,3
4152,2022-01-17 08:19:21.910,N,22100264,JDHTR34ALZ,VAG,LF1,1,0.04,0.022,0.043,0.038,1607,20.8421052631579,195,98.75,1091,1157,1124,6,172.1101995375,516.3305986125,1,0
4151,2022-01-17 07:41:17.140,N,22400280,JDHCG04ACZ,CG/CR,LF4,4,0.074,0.02,0.028,0.005,1596,22,196,60,1011,0,1093,6,94.3657804,283.0973412,1,1
4150,2022-01-17 07:38:07.130,N,22200267,JDHTR34ALZ,VAG,LF2,2,0.016,0.017,0.037,0.038,1579,17.3684210526316,198,105.18,1068,1188,1346,6,190.664525726316,571.993577178947,3,0
4149,2022-01-17 06:40:31.903,N,22100263,JDHTR35ALN,VAG,LF1,1,0.065,0.016,0.035,0.011,1576,20.8421052631579,179,60,1556,157,750,6,205.472857547369,616.418572642106,4,0
4148,2022-01-17 06:39:21.763,N,22400279,JDHCG04ACN,CG/CR,LF4,4,0.065,0.02,0.03,0.001,1560,22,188,99.83,1214,0,1151,6,166.734265,500.202795,4,0
4147,2022-01-17 05:47:17.063,N,22300280,JDHCG04ACN,CG/CR,LF3,3,0.036,0.024,0.029,0.009,1578,20.8421052631579,189,82.27,1061,196,1340,6,195.559863389474,586.679590168421,5,2
4146,2022-01-17 05:45:07.093,N,22100262,JDHTR35ALN,VAG,LF1,1,0.042,0.019,0.044,0.004,1550,20.8421052631579,188,92.77,1358,0,1255,6,222.465892152632,667.397676457895,6,0
4145,2022-01-17 05:01:16.943,N,22400278,JDTL0550DN,VAG,LF4,1,0.03,0.02,0.032,0.006,1550,20.8421052631579,197,62.68,1546,57,1128,6,292.336877052632,877.010631157895,6,0
4144,2022-01-17 03:57:16.863,N,22100261,JDHTR35ALN,VAG,LF1,1,0.03,0.024,0.038,0.008,1599,23.1578947368421,204,60,1090,0,1031,6,312.210668947369,936.632006842106,6,0
4143,2022-01-17 03:43:17.067,N,22400277,JDHST29ACN,CG/CR,LF4,4,0.078,0.018,0.05,0.013,1569,20.8421052631579,191,60,1089,233,1130,6,55.666835831579,167.000507494737,1,1
4142,2022-01-17 03:07:16.937,N,22300278,JDHTR35ALN,VAG,LF1,1,0.053,0.017,0.037,0.004,1583,20.8421052631579,187,71.92,924,93,1035,6,177.971388647368,533.914165942105,4,0
4141,2022-01-17 02:41:16.793,N,22400276,JDHST29ACN,CG/CR,LF4,4,0.064,0.017,0.046,0.009,1593,20.8421052631579,191,60,1330,236,1168,6,77.8507849315789,233.552354794737,1,1
4140,2022-01-17 01:55:17.027,N,22300277,JDHST29ACN,CG/CR,LF3,3,0.065,0.02,0.033,0.008,1585,20.8421052631579,194,85.35,926,182,1007,6,98.4706523315789,295.411956994737,1,1
4139,2022-01-17 01:21:06.917,N,22100259,JDHTR35ALN,VAG,LF1,1,0.075,0.022,0.039,0.004,1578,20.8421052631579,189,80.6,1678,0,1001,6,144.186110147369,432.558330442106,4,0
4138,2022-01-17 01:09:16.973,N,22400275,JDBC18HMMZ,VAG,LF4,4,0.096,0.016,0.029,0.002,1592,20.8421052631579,192,60,1210,0,952,6,100.267572547369,300.802717642106,4,0
4137,2022-01-17 00:48:06.980,N,22400274,JDHWT41AMN,VAG,LF1,1,0.035,0.015,0.053,0.031,1550,16.2105263157895,186,90.08,597,1241,1234,6,136.5173762816,409.5521288448,1,0
4136,2022-01-16 23:42:32.070,N,22100258,JDHTR34ALZ,VAG,LF1,1,0.052,0.016,0.038,0.034,1612,20.8421052631579,185,60,1090,1162,1309,6,126.891029,380.673087,1,0
4135,2022-01-16 23:21:17.097,N,22300275,JDHCG04ACZ,CG/CR,LF3,3,0.031,0.018,0.024,0.005,1587,20.8421052631579,193,76.28,926,0,1280,6,199.00403388499,597.012101654969,2,3
4134,2022-01-16 23:19:17.030,N,22400273,JDHCG04ACZ,CG/CR,LF4,4,0.005,0.022,0.04,0.002,1550,15,190,112.88,900,0,1010,6,304.8000469,914.4001407,10,9
4133,2022-01-16 22:52:31.817,N,22100257,JDHTR34ALZ,VAG,LF1,1,0.024,0.015,0.037,0.032,1568,16.2105263157895,198,60,967,1159,1092,6,159.767573957895,479.302721873684,3,0
4132,2022-01-16 22:40:31.840,N,22300273,JDHCG04ACZ,CG/CR,LF3,3,0.02,0.02,0.032,0.003,1558,20.8421052631579,190,86.75,731,0,1050,6,237.205425789474,711.616277368421,7,4
4131,2022-01-16 21:53:16.830,N,22200262,JDHTR34ALZ,VAG,LF2,1,0.02,0.02,0.037,0.037,1550,17.3684210526316,205,60,1474,1179,1213,6,174.556634526316,523.669903578947,3,0
4130,2022-01-16 20:59:17.050,N,22100256,JDHTR34ALZ,VAG,LF1,1,0.017,0.02,0.048,0.056,1587,15,186,60,969,1160,1089,6,196.3523764,589.0571292,3,0
4129,2022-01-16 20:15:16.813,N,22200261,JDHTR34ALZ,VAG,LF2,2,0.056,0.021,0.037,0.07,1643,17.3684210526316,181,60,959,1194,1224,6,165.648711610526,496.946134831579,5,0
4128,2022-01-16 20:03:16.810,N,22100255,JDBC18HMMZ,VAG,LF1,1,0.102,0.018,0.095,0.12,1564,17.3684210526316,186,72.68,597,1952,846,6,84.0958855789474,252.287656736842,2,0
4127,2022-01-16 19:57:16.850,N,22400271,JDHCG04ACZ,CG/CR,LF4,4,0.067,0.022,0.028,0.002,1570,20.8421052631579,191,90.77,1128,0,1000,6,165.237047,495.711141,4,0
4126,2022-01-16 19:20:07.083,N,22200260,JDHTR34ALZ,VAG,LF2,2,0.055,0.018,0.037,0.042,1617,18.5263157894737,182,1199.28,959,1176,1402,6,99.6471497842105,298.941449352632,2,0
4125,2022-01-16 19:08:07.033,N,22400270,JDHCG04ACZ,CG/CR,LF4,4,0.03,0.02,0.026,0.004,1598,20.8421052631579,190,97.45,1012,0,1000,6,222.967370326316,668.902110978947,6,0
4124,2022-01-16 18:35:07.803,N,22300271,JDHTR34ALZ,VAG,LF3,3,0.044,0.016,0.045,0.027,1597,17.3684210526316,186,60,926,1168,1140,6,132.2871578,396.8614734,1,0
4123,2022-01-16 18:01:16.847,N,22200259,JDHST29ACN,CG/CR,LF2,2,0.035,0.006,0.047,0.01,1593,20.8421052631579,183,60,959,0,1090,6,86.7271433157895,260.181429947369,2,3
4122,2022-01-16 17:43:17.110,N,22400269,JDHTR34ALZ,VAG,LF4,4,0.069,0.013,0.045,0.029,1613,17.3684210526316,189,60,1103,1217,1108,6,83.0742139789473,249.222641936842,2,0
4121,2022-01-16 17:34:31.963,N,22200258,JDHST29ACN,CG/CR,LF1,1,0.024,0.019,0.036,0.002,1551,23.1578947368421,185,101.87,959,0,1284,6,217.170829710526,651.512489131579,7,4
4120,2022-01-16 16:43:31.900,N,22100253,JDHTR34ALZ,VAG,LF1,1,0.046,0.016,0.046,0.036,1610,15,181,60,969,1161,1169,6,121.6010756,364.8032268,1,0
4119,2022-01-16 16:37:16.867,N,22400268,JDHST29ACN,CG/CR,LF4,4,0.102,0.014,0.043,0.004,1606,20.8421052631579,183,60,1014,228,926,6,90.5771252526316,271.731375757895,15,1
4118,2022-01-16 15:41:31.913,N,22100252,JDHTR34ALZ,VAG,LF1,1,0.038,0.016,0.042,0.033,1612,18.5263157894737,184,60,967,1161,1224,6,144.1613044,432.4839132,1,0
4117,2022-01-16 15:31:16.957,N,22400267,JDHST29ACN,CG/CR,LF3,3,0.063,0.015,0.041,0.005,1595,20.8421052631579,205,74.38,1010,224,791,6,104.300895431579,312.902686294737,1,1
4116,2022-01-16 14:43:06.910,N,22200255,JDHST29ACN,CG/CR,LF3,3,0.043,0.013,0.027,0.003,1550,22,194,60,958,0,956,6,137.1856706,411.5570118,8,2
4115,2022-01-16 14:39:32.087,N,22100251,JDHWT41ALN,VAG,LF1,1,0.04,0.017,0.04,0.031,1609,15,192,60,1090,1164,750,6,140.0169147,420.0507441,1,0
4114,2022-01-16 14:01:16.807,N,22400266,JDHST29ACN,CG/CR,LF4,4,0.085,0.013,0.041,0.008,1605,20.8421052631579,192,93.12,1006,224,1030,6,67.2182084315789,201.654625294737,1,1
4113,2022-01-16 13:29:16.883,N,22100250,JDHWT41ALN,VAG,LF1,1,0.028,0.021,0.036,0.032,1584,20.8421052631579,198,60,1090,1159,1205,6,176.825692231579,530.477076694737,3,0
4112,2022-01-16 13:03:17.153,N,22400265,JDHST29ACN,CG/CR,LF4,4,0.082,0.014,0.033,0.004,1612,20.8421052631579,203,83.25,597,116,850,6,119.77898,359.33694,4,0
4111,2022-01-16 12:35:17.680,N,22200254,JDHWT41ALN,VAG,LF2,2,0.05,0.022,0.037,0.025,1602,20.8421052631579,197,68.43,959,1181,1219,6,156.6473535111,469.9420605333,1,0
4110,2022-01-16 12:15:16.957,N,22300268,JDHCG04BCN,CG/CR,LF3,3,0.091,0.015,0.038,0.007,1582,20.8421052631579,183,63.58,928,117,1044,6,65.951260331579,197.853780994737,1,1
4109,2022-01-16 11:53:16.907,N,22100249,JDHWT41ALN,VAG,LF1,1,0.05,0.022,0.039,0.043,1602,20.8421052631579,205,82.07,1089,1157,1097,6,160.2454093739,480.7362281217,1,0
4108,2022-01-16 11:43:16.847,N,22400264,JDHCG04BCN,CG/CR,LF4,4,0.092,0.013,0.039,0.006,1600,20.8421052631579,189,60,1004,96,880,6,66.273115031579,198.819345094737,1,1
4107,2022-01-16 11:16:31.880,N,22200253,JDHWT41ATN,VAG,LF2,2,0.017,0.025,0.032,0.027,1595,20.8421052631579,195,101.28,959,1190,1131,6,219.742423031579,659.227269094737,3,0
4106,2022-01-16 10:31:17.017,N,22400263,JDHWG29CCZ,VAG,LF4,4,0.087,0.012,0.04,0.008,1630,20.8421052631579,192,95.28,1007,233,1052,6,105.428752194737,316.286256584211,2,0
4105,2022-01-16 09:58:31.893,N,22300266,JDHWG29CCZ,VAG,LF3,3,0.057,0.013,0.041,0.007,1590,20.8421052631579,193,103.77,928,213,1105,6,183.375480247368,550.126440742105,4,0
4104,2022-01-16 09:51:31.753,N,22200252,JDHWT41ATN,VAG,LF2,2,0.008,0.02,0.036,0.023,1615,20.8421052631579,197,65.08,958,1178,1160,6,206.007875010526,618.023625031579,11,0
4103,2022-01-16 09:07:32.003,N,22100247,JDHWT41ALN,VAG,LF1,1,0.041,0.025,0.03,0.034,1613,17.3684210526316,202,60,1090,1159,1236,6,185.628066789474,556.884200368421,7,0
4102,2022-01-16 08:37:16.980,N,22300265,JDHWG29CCZ,VAG,LF3,3,0.082,0.013,0.037,0.014,1557,22,185,60,923,0,1022,6,110.3684423,331.1053269,4,0
4101,2022-01-16 07:57:16.947,N,22400261,JDHSH41AKN,VAG,LF4,4,0.06,0.014,0.042,0.004,1599,23.1578947368421,195,60,1123,0,1199,6,97.4961021052631,292.488306315789,9,0
4100,2022-01-16 07:37:16.933,N,22100246,JDHWT41ALN,VAG,LF1,1,0.039,0.019,0.04,0.029,1572,20.8421052631579,205,60,967,1153,1171,6,165.7701408,497.3104224,1,0
4099,2022-01-16 07:19:16.750,N,22300264,JDHSH41AKN,VAG,LF3,3,0.077,0.014,0.044,0.003,1569,22,185,152.27,921,0,1171,6,118.7744484,356.3233452,4,0
4098,2022-01-16 07:01:16.830,N,22400260,JDHCG04B1N,CG/CR,LF1,1,0.082,0.017,0.035,0.001,1551,22,191,60,1109,0,1130,6,129.4424024,388.3272072,4,0
4097,2022-01-16 06:04:32.023,N,22100245,JDHCG04B1N,CG/CR,LF1,1,0.097,0.019,0.042,0.008,1588,20.8421052631579,184,60,1090,0,1036,6,60.7735455315789,182.320636594737,1,1
4096,2022-01-16 05:17:16.850,N,22400259,JDHSH41AKN,VAG,LF4,4,0.095,0.017,0.041,0.002,1550,20.8421052631579,189,88.72,1045,0,1390,6,91.8065786473685,275.419735942106,4,0
4095,2022-01-16 04:53:17.090,N,22100244,JDHCG04B1N,CG/CR,LF1,1,0.055,0.022,0.035,0.005,1577,22,180,60,1090,109,868,6,156.4162268,469.2486804,3,0
4094,2022-01-16 04:05:17.600,N,22200248,JDHTR46TCZ,VAG,LF2,2,0.008,0.02,0.036,0.003,1584,22,188,63.28,515,0,1131,6,557.077766,1671.233298,13,0
4093,2022-01-16 03:53:16.853,N,22400258,JDHSH41AKN,VAG,LF4,4,0.065,0.015,0.038,0.003,1584,20.8421052631579,180,60,1047,0,1237,6,163.191210447368,489.573631342106,4,0
4092,2022-01-16 03:27:16.680,N,22100243,JDHCG04B1N,CG/CR,LF1,1,0.075,0.025,0.035,0.002,1600,20.8421052631579,191,60,1215,0,874,6,159.544922,478.634766,4,6
