SEQ_VALUE,MSG_TIME_STAMP,MSG_FLAG,HEAT_NUMBER,GRADE_TYPE,LM_START_WT,TAP_O2,O2AFTERCELOX,LTA,FIRSTMEASTEMP,STATION,LIME,SIMN,ALBAR
33289046,2022-02-07 14:00:49.237,N,22300687,JDHST29EXZ,197,971,0,0,0,3,930,NULL,396
33288927,2022-02-07 13:57:49.230,N,22300687,JDTL0550DN,197,971,0,0,0,3,930,NULL,0
33288606,2022-02-07 13:50:49.230,N,22100644,JDHST29EXZ,196,1026,0,45.08,1603,1,1090,NULL,396
33288161,2022-02-07 13:39:19.230,N,22300686,JDHST29EXZ,183,1200,0,111.2,1546,5,1251,NULL,396
33287758,2022-02-07 13:30:49.213,N,22100644,JDTL0550DN,196,1026,0,45.08,1603,1,1090,NULL,0
33287688,2022-02-07 13:28:49.210,N,22100644,JDTL0550DN,196,1026,0,0,1603,1,1090,NULL,0
33287499,2022-02-07 13:24:49.203,N,22200652,JDHCG04ACN,188,1446,0,79.17,1585,2,958,NULL,418
33287299,2022-02-07 13:20:19.213,N,22300686,JDHST29EXZ,183,1200,0,111.2,1546,5,1251,NULL,396
33286888,2022-02-07 13:10:49.187,N,22200652,JDHST29EXZ,188,1446,0,79.17,1585,2,958,NULL,418
33286828,2022-02-07 13:09:49.193,N,22300686,JDHST29EXZ,183,1200,0,111.2,1546,5,1251,NULL,0
33286689,2022-02-07 13:06:49.180,N,22400689,JDTL0550DN,170,1180,168,65.78,1531,5,247,1009,22
33286631,2022-02-07 13:05:49.197,N,22200652,JDHST29EXZ,188,1446,0,79.17,1585,2,958,NULL,0
33286619,2022-02-07 13:05:49.187,N,22200652,JDHWT41AHN,188,1446,0,79.17,1585,2,958,NULL,0
33286132,2022-02-07 12:51:49.183,N,22100643,JDHST29EXZ,182,729,300,41.17,1583,1,1087,NULL,396
33286022,2022-02-07 12:48:49.187,N,22300686,JDHST29EXZ,183,1200,0,111.2,0,3,1251,NULL,0
33285995,2022-02-07 12:48:49.177,N,22300686,JDTL0550DN,183,1200,0,111.2,0,3,1251,NULL,0
33285334,2022-02-07 12:32:19.150,N,22100643,JDHST29EXZ,182,729,300,41.17,1583,1,1087,NULL,396
33285317,2022-02-07 12:31:49.157,N,22300685,JDHST29EXZ,179,1370,0,0,0,2,2041,NULL,396
33285302,2022-02-07 12:31:49.147,N,22300685,JDHST29EXZ,179,1370,0,0,0,2,2041,NULL,396
33284757,2022-02-07 12:17:19.133,N,22200651,JDHST29EXZ,182,1139,0,94.1,1551,2,958,NULL,418
33284652,2022-02-07 12:14:49.130,N,22100643,JDHCG04ACN,182,729,300,0,0,1,1087,NULL,0
33284388,2022-02-07 12:08:49.120,N,22400689,JDTL0550DN,169,1180,168,65.78,1531,5,247,1009,22
33284319,2022-02-07 12:07:19.110,N,22300685,JDHST29EXZ,179,1370,0,86.57,1614,3,717,NULL,396
33284148,2022-02-07 12:03:49.123,N,22400689,JDTL0550DN,169,1180,168,65.78,0,5,247,1009,0
33284070,2022-02-07 12:01:49.117,N,22100642,JDTL0550DN,187,661,0,142.42,1530,5,1090,1753,22
33283996,2022-02-07 12:00:19.120,N,22200651,JDHST29EXZ,182,1139,0,94.1,1551,2,958,NULL,418
33283332,2022-02-07 11:44:49.117,N,22200651,JDHST29EXZ,182,1139,0,0,1551,2,958,NULL,418
33283236,2022-02-07 11:42:19.117,N,22300685,JDHST29EXZ,179,1370,0,86.57,1614,3,717,NULL,396
33283212,2022-02-07 11:42:19.107,N,22200651,JDHST29EXZ,182,1139,0,0,0,2,958,NULL,0
33283103,2022-02-07 11:39:19.100,N,22300685,JDHCG04ACN,179,1370,0,0,0,3,717,NULL,0
33283039,2022-02-07 11:37:19.103,N,22400689,JDHWT43AHZ,169,1180,168,0,0,4,247,1009,0
33283031,2022-02-07 11:37:19.093,N,22400689,JDHWT43AHZ,169,1180,168,0,0,4,247,1009,0
33282722,2022-02-07 11:30:49.100,N,22300684,JDHCG04BCN,185,1080,0,63.72,1543,3,928,NULL,396
33282409,2022-02-07 11:24:19.093,N,22200650,JDHCG04ACN,178,1533,0,70.67,1571,1,2057,NULL,418
33282355,2022-02-07 11:23:19.087,N,22100642,JDTL0550DN,186,661,0,142.42,1530,5,1090,1753,22
33282098,2022-02-07 11:18:19.080,N,22100642,JDTL0550DN,186,661,0,142.42,0,5,1090,1753,0
33282015,2022-02-07 11:16:49.090,N,22200650,JDHCG04ACN,178,1533,0,70.67,1571,1,2057,NULL,418
33281348,2022-02-07 11:01:49.067,N,22200650,JDHCG04ACN,178,1533,0,81.82,1615,2,1253,NULL,418
33280900,2022-02-07 10:51:19.057,N,22300684,JDHCG04BCN,185,1080,0,63.72,1543,3,928,NULL,396
33280725,2022-02-07 10:46:49.073,N,22100642,JDTL0550DN,186,661,0,142.42,0,1,1090,1753,0
33280666,2022-02-07 10:45:49.073,N,22100642,JDTL0550DN,186,661,0,142.42,0,1,1090,1753,0
33280576,2022-02-07 10:43:49.070,N,22300684,JDHCG04ACN,185,1080,0,63.72,0,3,928,NULL,0
33280550,2022-02-07 10:43:19.060,N,22300683,JDTL0550DN,180,926,0,46.28,1600,5,404,1778,22
33280510,2022-02-07 10:42:49.060,N,22400688,JDHCG04BCN,190,777,108,157.08,1572,4,1240,NULL,396
33280170,2022-02-07 10:36:19.047,N,22200650,JDHCG04ACN,178,1533,0,81.82,1615,2,1253,NULL,418
33280076,2022-02-07 10:34:49.047,N,22200650,JDHCG04ACN,178,1533,0,81.82,0,2,1253,NULL,0
33280043,2022-02-07 10:34:19.047,N,22100641,JDHST29EXZ,198,937,0,30.27,1626,1,1090,NULL,396
33278933,2022-02-07 10:14:19.000,N,22300683,JDTL0550DN,180,926,0,46.28,1600,5,404,1778,22
33278815,2022-02-07 10:11:48.997,N,22400688,JDHCG04BCN,191,777,108,157.08,1572,4,1240,NULL,396
33278483,2022-02-07 10:04:49.010,N,22400688,JDHST29EXZ,191,777,108,0,0,4,1240,NULL,0
33278125,2022-02-07 09:56:49.003,N,22100641,JDHST29EXZ,198,937,0,30.27,1626,1,1090,NULL,396
33277951,2022-02-07 09:53:19.040,N,22300683,JDTL0550DN,180,926,0,46.28,0,5,404,1778,0
33277933,2022-02-07 09:53:19.013,N,22100641,JDHCG04ACN,198,937,0,30.27,0,1,1090,NULL,0
33277927,2022-02-07 09:53:18.997,N,22300683,JDTL0500DN,179,926,0,46.28,0,3,404,1778,0
33277907,2022-02-07 09:52:48.993,N,22300683,JDTL0500DN,180,926,0,46.28,0,3,404,1778,0
33277758,2022-02-07 09:50:18.997,N,22400687,JDHCG04BCN,190,620,179,0,1577,4,1012,248,418
33277611,2022-02-07 09:47:18.997,N,22200649,JDHST29EXZ,203,1491,0,155.37,1596,2,1141,NULL,396
33277501,2022-02-07 09:45:18.987,N,22200649,JDHST29EXZ,203,1491,0,155.37,1596,2,1141,NULL,396
33277033,2022-02-07 09:35:48.980,N,22100640,JDTL0550DN,196,1238,0,26.42,1619,5,1088,NULL,176
33276739,2022-02-07 09:29:48.977,N,22200649,JDHCG04BCN,203,1491,0,155.37,1596,2,1141,NULL,396
33276254,2022-02-07 09:21:18.980,N,22200649,JDHCG04ACN,203,1491,0,155.37,1596,2,1141,NULL,0
33276252,2022-02-07 09:21:18.973,N,22200649,JDHCG04ACN,203,1491,0,155.37,0,2,1141,NULL,0
33275856,2022-02-07 09:12:48.970,N,22400687,JDHST29EXZ,190,620,179,0,1577,4,1012,248,418
33275302,2022-02-07 09:00:48.957,N,22300682,JDHCG04BCN,190,807,96,83.68,1584,3,930,184,418
33275239,2022-02-07 08:59:18.950,N,22400687,JDHCG04BCN,190,620,179,0,0,4,1012,248,0
33274834,2022-02-07 08:50:48.950,N,22100640,JDTL0550DN,194,1238,0,26.42,1619,5,1088,NULL,176
33274548,2022-02-07 08:44:18.947,N,22200648,JDHST29EXZ,182,723,270,78.05,1600,2,958,118,396
33274452,2022-02-07 08:42:48.957,N,22100640,JDTL0500DN,194,1238,0,26.42,0,5,1088,NULL,176
33273743,2022-02-07 08:26:48.923,N,22100640,JDTL0500DN,194,1238,0,26.42,0,1,1088,NULL,176
33273665,2022-02-07 08:25:18.913,N,22300681,JDTL0550DN,180,971,0,66.08,1532,5,487,1776,22
33273643,2022-02-07 08:24:48.937,N,22100640,JDTL0500DN,194,1238,0,26.42,0,1,1088,NULL,0
33273593,2022-02-07 08:24:48.920,N,22300682,JDHCG04BCN,190,807,96,83.68,1584,3,930,184,418
33273545,2022-02-07 08:23:48.923,N,22200648,JDHST29EXZ,182,723,270,78.05,1600,2,958,118,396
33273149,2022-02-07 08:16:18.903,N,22300682,JDTL0550DN,190,807,96,83.68,0,3,930,184,0
33273117,2022-02-07 08:15:18.897,N,22400686,JDHCG04BCN,202,719,142,157.7,1583,4,1014,NULL,418
33272557,2022-02-07 08:04:18.890,N,22200648,JDHST29EXZ,182,723,270,0,1600,2,958,118,396
33272545,2022-02-07 08:03:48.897,N,22200648,JDHST29EXZ,182,723,270,0,0,2,958,118,0
33272350,2022-02-07 08:00:18.890,N,22100639,JDHST29EXZ,201,691,312,87.55,1576,1,1090,NULL,396
33271819,2022-02-07 07:49:48.887,N,22400686,JDHCG04BCN,202,719,142,157.7,1583,4,1014,NULL,418
33271649,2022-02-07 07:46:18.880,N,22300681,JDTL0550DN,179,971,0,66.08,1532,5,487,1776,22
33271368,2022-02-07 07:40:48.863,N,22400686,JDHCG04BCN,202,719,142,0,1583,4,1014,NULL,418
33271321,2022-02-07 07:39:48.880,N,22300681,JDTL0550DN,179,971,0,66.08,0,5,487,1776,0
33271263,2022-02-07 07:38:48.880,N,22100639,JDHST29EXZ,201,691,312,87.55,1576,1,1090,NULL,396
33271090,2022-02-07 07:34:48.880,N,22400686,JDHCG04BCN,202,719,142,0,0,4,1014,NULL,0
33270589,2022-02-07 07:24:18.860,N,22100639,JDHCG04BCN,201,691,312,87.55,1576,1,1090,NULL,396
33270400,2022-02-07 07:19:18.860,N,22100639,JDHWT41AHN,201,691,312,87.55,0,1,1090,NULL,0
33270264,2022-02-07 07:16:18.860,N,22200647,JDHCG04BCN,186,1223,0,69.67,1601,2,959,NULL,396
33270022,2022-02-07 07:09:48.853,N,22200646,JDTL0550DN,204,911,0,62.12,1533,5,635,1771,22
33269928,2022-02-07 07:07:48.877,N,22300681,JDTL0550DN,179,971,0,69.18,0,3,487,1776,0
33269912,2022-02-07 07:07:48.853,N,22300681,JDTL0550DN,179,971,0,69.18,0,3,487,1776,0
33269772,2022-02-07 07:04:48.843,N,22400685,JDHST29EXZ,187,799,110,89.23,1550,4,1017,NULL,418
33269755,2022-02-07 07:04:18.837,N,22200647,JDHCG04BCN,185,1223,0,69.67,1601,2,959,NULL,396
33269296,2022-02-07 06:55:18.953,N,22200647,JDHCG04ACN,185,1223,0,0,1601,2,959,NULL,0
33269294,2022-02-07 06:55:18.837,N,22200647,JDHCG04ACN,185,1223,0,0,0,2,959,NULL,0
33268905,2022-02-07 06:47:48.840,N,22200646,JDTL0550DN,203,911,0,62.12,1533,5,635,1771,22
33268844,2022-02-07 06:46:18.823,N,22400685,JDHST29EXZ,187,799,110,89.23,1550,4,1017,NULL,418
33268191,2022-02-07 06:31:18.823,N,22400685,JDHCG04BCN,187,799,110,0,1550,4,1017,NULL,0
33268189,2022-02-07 06:31:18.810,N,22400685,JDHCG04BCN,187,799,110,0,0,4,1017,NULL,0
33267824,2022-02-07 06:23:48.820,N,22100638,JDHST29EXZ,185,880,0,97.38,1611,1,1212,NULL,440
33267724,2022-02-07 06:21:48.813,N,22300680,JDHCG04BCN,180,707,266,0,1579,3,288,NULL,396
33267573,2022-02-07 06:19:18.810,N,22300680,JDHCG04BCN,180,707,266,0,1579,3,288,NULL,396
33267546,2022-02-07 06:18:18.800,N,22200646,JDTL0550DN,203,911,0,62.12,1533,5,635,1771,0
33266875,2022-02-07 06:04:48.830,N,22100638,JDHST29EXZ,185,880,0,97.38,1611,1,1212,NULL,440
33266865,2022-02-07 06:04:48.790,N,22200646,JDTL0550DN,203,911,0,62.12,0,5,635,1771,0
33266820,2022-02-07 06:03:48.790,N,22400684,JDTL0550DN,189,502,138,38.7,1570,5,631,1819,66
33266230,2022-02-07 05:52:48.783,N,22100638,JDHST29EXZ,185,880,0,0,1611,1,1212,NULL,0
33266049,2022-02-07 05:49:18.777,N,22100638,JDTL0550DN,185,880,0,0,0,1,1212,NULL,0
33265994,2022-02-07 05:47:48.770,N,22100637,JDHCG04BCN,185,970,74,72.7,0,1,2505,NULL,418
33265908,2022-02-07 05:46:18.777,N,22100637,JDHCG04BCN,185,970,74,72.7,0,1,2505,NULL,418
33265790,2022-02-07 05:44:18.770,N,22200646,JDTL0550DN,203,911,0,62.12,0,2,635,1771,0
33265677,2022-02-07 05:41:48.763,N,22200646,JDTL0550DN,203,911,0,62.12,0,2,635,1771,0
33265506,2022-02-07 05:37:48.750,N,22300680,JDHST29EXZ,180,707,266,0,1579,3,288,NULL,396
33265436,2022-02-07 05:35:48.770,N,22300680,JDHCG04BCN,180,707,266,0,0,3,288,NULL,0
33265292,2022-02-07 05:32:18.747,N,22100637,JDHCG04BCN,185,970,74,87.98,1584,1,1215,NULL,418
33264899,2022-02-07 05:24:48.743,N,22400684,JDTL0550DN,188,502,138,38.7,1570,5,631,1819,66
33264728,2022-02-07 05:21:18.737,N,22300679,JDHST29EXZ,183,829,131,8794.03,1575,3,930,NULL,396
33264268,2022-02-07 05:11:18.727,N,22400684,JDTL0550DN,188,502,138,38.7,0,5,631,1819,0
33263937,2022-02-07 05:03:48.737,N,22300679,JDHST29EXZ,183,829,131,8794.03,1575,3,930,NULL,396
33263887,2022-02-07 05:02:48.837,N,22400684,JDTL0550DN,189,502,138,0,0,4,631,1819,0
33263876,2022-02-07 05:02:48.737,N,22400684,JDTL0550DN,189,502,138,0,0,4,631,1819,0
33263780,2022-02-07 05:00:48.723,N,22100636,JDTL0550DN,180,757,67,73.87,1521,5,722,1460,66
33263487,2022-02-07 04:55:18.720,N,22100637,JDHCG04BCN,185,970,74,87.98,1584,1,1215,NULL,418
33263431,2022-02-07 04:54:18.780,N,22400683,JDHST29EXZ,196,936,0,85.63,0,4,1899,NULL,440
33263422,2022-02-07 04:54:18.717,N,22400683,JDHST29EXZ,196,936,0,85.63,0,4,1899,NULL,440
33263111,2022-02-07 04:49:18.720,N,22200645,JDHCG04BCN,185,838,0,64.8,1600,2,959,NULL,440
33262733,2022-02-07 04:42:18.707,N,22300679,JDHST29EXZ,183,829,131,0,1575,3,930,NULL,0
33262708,2022-02-07 04:41:48.707,N,22100637,JDTL0550DN,185,970,74,0,0,1,1215,NULL,0
33262589,2022-02-07 04:39:18.790,N,22200645,JDHCG04BCN,185,838,0,64.8,1600,2,959,NULL,440
33262584,2022-02-07 04:39:18.707,N,22400683,JDHST29EXZ,196,936,0,91.85,1578,4,1453,NULL,440
33262112,2022-02-07 04:30:48.697,N,22400683,JDHST29EXZ,196,936,0,91.85,1578,4,1453,NULL,440
33261840,2022-02-07 04:25:48.697,N,22200645,JDHCG04BCN,185,838,0,0,1600,2,959,NULL,440
33261809,2022-02-07 04:25:18.690,N,22200645,JDHCG04BCN,185,838,0,0,0,2,959,NULL,0
33261119,2022-02-07 04:11:18.680,N,22100636,JDTL0550DN,180,757,67,73.87,1521,5,722,1460,66
33261110,2022-02-07 04:10:48.677,N,22400683,JDHCG04BCN,196,936,0,91.85,1578,4,1453,NULL,440
33260800,2022-02-07 04:04:18.660,N,22400683,JDHST29ACN,196,936,0,0,0,4,1453,NULL,0
33260689,2022-02-07 04:01:48.677,N,22100636,JDTL0550DN,180,757,67,73.87,0,5,722,1460,0
33260635,2022-02-07 04:00:48.683,N,22300678,JDHCG04BCN,188,800,137,38.2,1572,3,927,NULL,440
33260258,2022-02-07 03:50:48.667,N,22400682,JDHST29EXZ,194,912,0,64.57,1549,1,1649,NULL,440
33259954,2022-02-07 03:44:18.670,N,22300678,JDHCG04BCN,188,800,137,38.2,1572,3,927,NULL,440
33259930,2022-02-07 03:43:48.673,N,22200644,JDTL0550DN,187,804,169,87.92,1556,5,514,1776,66
33259489,2022-02-07 03:34:18.650,N,22400682,JDHST29EXZ,194,912,0,64.57,1549,1,1649,NULL,440
33259163,2022-02-07 03:28:18.647,N,22300678,JDHST29EXZ,188,800,137,38.2,1572,3,927,NULL,440
33259094,2022-02-07 03:26:48.633,N,22400682,JDHST29EXZ,194,912,0,64.57,0,1,1649,NULL,440
33258988,2022-02-07 03:24:18.637,N,22300678,JDHCG04ACN,188,800,137,0,0,3,927,NULL,0
33258531,2022-02-07 03:12:48.630,N,22100635,JDHCG04BCN,187,943,0,46.9,1608,1,1217,NULL,440
33258530,2022-02-07 03:12:48.620,N,22200644,JDTL0550DN,186,804,169,87.92,1556,5,514,1776,66
33258229,2022-02-07 03:04:48.597,N,22400682,JDHST29EXZ,194,912,0,70.88,1570,4,1016,NULL,440
33258154,2022-02-07 03:03:48.620,N,22100635,JDHCG04BCN,187,943,0,46.9,1608,1,1217,NULL,440
33257909,2022-02-07 02:58:18.613,N,22400682,JDHST29ACN,194,912,0,0,1570,4,1016,NULL,0
33257844,2022-02-07 02:56:48.600,N,22400682,JDHST29ACN,194,912,0,0,0,4,1016,NULL,0
33257806,2022-02-07 02:55:18.607,N,22200644,JDTL0550DN,186,804,169,87.92,0,5,514,1776,0
33257684,2022-02-07 02:52:48.600,N,22300677,JDHST29EXZ,180,628,162,78.4,1595,3,929,NULL,396
33257391,2022-02-07 02:44:48.600,N,22300677,JDHST29EXZ,180,628,162,78.4,1595,3,929,NULL,396
33257183,2022-02-07 02:39:18.590,N,22300676,JDTL0550DN,182,1140,0,125.4,1528,5,661,1482,66
33257036,2022-02-07 02:35:48.610,N,22100635,JDHST29EXZ,187,943,0,46.9,1608,1,1217,NULL,440
33256955,2022-02-07 02:33:48.590,N,22100635,JDTL0550DN,187,943,0,0,0,1,1217,NULL,0
33256546,2022-02-07 02:22:48.573,N,22300676,JDTL0550DN,181,1140,0,125.4,1528,5,661,1482,66
33256451,2022-02-07 02:20:48.567,N,22300677,JDHCG04BCN,180,628,162,78.4,1595,3,929,NULL,396
33256280,2022-02-07 02:16:48.630,N,22400681,JDHCG04BCN,196,689,137,0,1587,4,972,NULL,440
33256278,2022-02-07 02:16:48.617,N,22300677,JDHCG04ACN,180,628,162,0,0,3,929,NULL,0
33256264,2022-02-07 02:16:48.573,N,22100634,JDHST29EXZ,184,1031,0,82.92,1548,1,1214,NULL,418
33255998,2022-02-07 02:11:18.570,N,22200644,JDTL0550DN,186,804,169,43.45,0,2,514,1776,0
33255980,2022-02-07 02:10:48.573,N,22300676,JDTL0550DN,181,1140,0,2937.63,1528,5,661,1482,66
33255968,2022-02-07 02:10:48.550,N,22200644,JDTL0550DN,186,804,169,0,0,2,514,1776,0
33255486,2022-02-07 02:00:48.560,N,22100634,JDHST29EXZ,184,1031,0,82.92,1548,1,1214,NULL,418
33255273,2022-02-07 01:56:48.563,N,22300676,JDHWT41AHN,181,1140,0,2937.63,0,5,661,1482,0
33255099,2022-02-07 01:52:48.550,N,22400681,JDHCG04BCN,196,689,137,0,1587,4,972,NULL,440
33254717,2022-02-07 01:44:18.560,N,22400681,JDTL0550DN,196,689,137,0,0,4,972,NULL,0
33254646,2022-02-07 01:42:48.550,N,22300674,JDTL0550DN,192,940,0,123.32,1558,5,890,1782,66
33254618,2022-02-07 01:41:48.540,N,22100634,JDHST29EXZ,184,1031,0,0,1548,1,1214,NULL,418
33254364,2022-02-07 01:36:48.540,N,22200643,JDHCG04BCN,189,884,0,144.42,1549,2,958,NULL,440
33254152,2022-02-07 01:32:18.547,N,22400680,JDHCG04ACN,192,619,267,72.47,1591,3,2732,NULL,440
33254121,2022-02-07 01:31:48.550,N,22100634,JDBEX1020Z,184,1031,0,0,0,1,1214,NULL,0
33253908,2022-02-07 01:28:18.543,N,22200643,JDHCG04ACN,189,884,0,144.42,1549,2,958,NULL,440
33253143,2022-02-07 01:13:18.517,N,22400680,JDHCG04ACN,192,619,267,72.47,1591,3,2732,NULL,440
33253142,2022-02-07 01:12:48.513,N,22200643,JDHCG04BCN,189,884,0,144.42,1549,2,958,NULL,440
33252965,2022-02-07 01:09:48.497,N,22400680,JDHCG04ACN,192,619,267,72.47,0,3,2732,NULL,440
33252895,2022-02-07 01:08:18.490,N,22400680,JDHCG04ACN,192,619,267,94.3,1600,4,995,NULL,440
33252658,2022-02-07 01:03:48.500,N,22300674,JDTL0550DN,192,940,0,123.32,1558,5,890,1782,66
33252509,2022-02-07 01:00:48.490,N,22200643,JDHCG04BCN,189,884,0,0,1549,2,958,NULL,440
33252419,2022-02-07 00:58:48.500,N,22200643,JDHWT41ATN,189,884,0,0,0,2,958,NULL,0
33252294,2022-02-07 00:56:18.490,N,22300674,JDTL0550DN,192,940,0,123.32,0,5,890,1782,66
33252078,2022-02-07 00:50:48.493,N,22100633,JDTL0550DN,183,813,0,42.55,1526,5,599,1755,110
33251944,2022-02-07 00:48:18.493,N,22400680,JDHCG04BCN,192,619,267,0,1600,4,995,NULL,440
33251794,2022-02-07 00:44:48.490,N,22300675,JDHCG04BCN,174,951,0,91.48,1584,3,928,NULL,396
33251788,2022-02-07 00:44:18.483,N,22400680,JDTL0550DN,192,619,267,0,0,4,995,NULL,0
33251538,2022-02-07 00:39:48.480,N,22200642,JDHCG04BCN,191,705,159,96.73,1560,1,1729,NULL,440
33251446,2022-02-07 00:38:18.480,N,22100633,JDTL0550DN,183,813,0,42.55,1526,5,599,1755,110
33250962,2022-02-07 00:28:18.473,N,22100633,JDTL0550DN,183,813,0,42.55,1526,5,599,1755,0
33250815,2022-02-07 00:26:18.477,N,22100633,JDTL0500DN,183,813,0,42.55,0,5,599,1755,0
33250808,2022-02-07 00:26:18.460,N,22300674,JDTL0550DN,192,940,0,123.32,1568,5,155,1782,66
33250611,2022-02-07 00:22:18.460,N,22200642,JDHCG04BCN,191,705,159,96.73,1560,1,1729,NULL,440
33250232,2022-02-07 00:14:48.460,N,22200642,JDHCG04BCN,191,705,159,96.73,0,1,1729,NULL,440
33250102,2022-02-07 00:11:48.460,N,22200642,JDHCG04BCN,191,705,159,121.4,1534,2,846,NULL,440
33250089,2022-02-07 00:11:18.513,N,22100633,JDTL0500DN,183,813,0,44.9,0,1,599,1755,0
33250066,2022-02-07 00:11:18.453,N,22100633,JDTL0500DN,183,813,0,44.9,0,1,599,1755,0
33250020,2022-02-07 00:10:18.460,N,22200642,JDHCG04BCN,191,705,159,121.4,1534,2,846,NULL,440
33249671,2022-02-07 00:03:18.450,N,22300675,JDHCG04BCN,174,951,0,91.48,1584,3,928,NULL,396
33249533,2022-02-07 00:00:18.447,N,22300674,JDTL0550DN,191,940,0,123.32,1568,5,155,1782,66
33249509,2022-02-06 23:59:48.443,N,22300675,JDHCG04BCN,174,951,0,0,0,3,928,NULL,0
33249243,2022-02-06 23:53:48.440,N,22400679,JDHCG04BCN,204,912,125,45.8,1576,4,1111,NULL,440
33249166,2022-02-06 23:51:48.447,N,22200642,JDHCG04BCN,191,705,159,0,1534,2,846,NULL,440
33248844,2022-02-06 23:45:18.437,N,22300674,JDT000500N,191,940,0,123.32,0,5,155,1782,0
33248704,2022-02-06 23:41:48.437,N,22100632,JDHST29ACN,183,1040,0,88.88,1584,1,1093,NULL,418
33248627,2022-02-06 23:40:18.440,N,22200641,JDTL0550DN,203,1021,99,94.93,1551,5,1571,NULL,264
33248430,2022-02-06 23:36:18.440,N,22300674,JDT000500N,191,940,0,134.9,0,3,155,1782,0
33248164,2022-02-06 23:31:18.443,N,22200642,JDHWT41AHN,191,705,159,0,0,2,846,NULL,0
33247605,2022-02-06 23:20:48.430,N,22200641,JDTL0550DN,201,1021,99,94.93,1551,5,1571,NULL,264
33247558,2022-02-06 23:19:48.420,N,22400679,JDHCG04BCN,204,912,125,45.8,1576,4,1111,NULL,440
33247436,2022-02-06 23:17:48.423,N,22400679,JDHCG04BCN,204,912,125,45.8,0,4,1111,NULL,0
33246826,2022-02-06 23:06:48.407,N,22100632,JDHST29ACN,183,1040,0,88.88,1584,1,1093,NULL,418
33246729,2022-02-06 23:04:48.417,N,22100632,JDBPS500DZ,183,1040,0,0,0,1,1093,NULL,0
33246626,2022-02-06 23:02:18.410,N,22200641,JDTL0550DN,201,1021,99,94.93,0,5,1571,NULL,264
33246587,2022-02-06 23:01:48.410,N,22300674,JDT000500N,191,940,0,0,0,3,155,1782,0
33246465,2022-02-06 22:59:18.407,N,22400678,JDHWT41ATN,193,1200,0,920,1561,4,988,1266,330
33246372,2022-02-06 22:57:18.400,N,22200641,JDTL0550DN,201,1021,99,127.88,1555,2,1156,NULL,264
33246038,2022-02-06 22:50:18.390,N,22200640,JDTL0550DN,186,1352,103,39.07,1535,5,457,1780,22
33245267,2022-02-06 22:34:18.370,N,22200641,JDTL0550DN,202,1021,99,127.88,1555,2,1156,NULL,264
33245170,2022-02-06 22:31:48.360,N,22100631,JDHWT41AHN,182,1334,0,135.1,0,1,3324,1459,330
33245119,2022-02-06 22:31:18.357,N,22100631,JDHWT41AHN,182,1334,0,135.1,0,1,3324,1459,330
33244687,2022-02-06 22:22:18.353,N,22100631,JDHWT41AHN,182,1334,0,141.93,1633,1,1316,1163,330
33244648,2022-02-06 22:21:48.357,N,22200640,JDTL0550DN,185,1352,103,39.07,1535,5,457,1780,22
33244334,2022-02-06 22:15:48.360,N,22400678,JDHWT41ATN,193,1200,0,920,1561,4,988,1266,330
33244105,2022-02-06 22:11:18.340,N,22400678,JDHWT41AHN,193,1200,0,0,0,4,988,1266,0
33243970,2022-02-06 22:09:18.343,N,22100631,JDHWT41AHN,181,1334,0,141.93,1633,1,1316,1163,330
33243776,2022-02-06 22:06:18.340,N,22300673,JDHWT41AHN,191,996,195,0,1575,3,1125,1185,330
33243235,2022-02-06 21:57:18.340,N,22100631,JDHWT41AHN,181,1334,0,0,1633,1,1316,1163,330
33243179,2022-02-06 21:56:18.330,N,22200640,JDTL0550DN,185,1352,103,39.07,1535,5,457,1780,0
33242910,2022-02-06 21:51:48.333,N,22100631,JDHWT41AMN,181,1334,0,0,0,1,1316,1163,0
33242796,2022-02-06 21:49:48.330,N,22200640,JDTL0550DN,185,1352,103,39.07,0,5,457,1780,0
33242569,2022-02-06 21:45:18.330,N,22300672,JDTL0550DN,178,586,0,52.2,1546,5,487,1780,22
33242227,2022-02-06 21:37:18.323,N,22300673,JDHWT41AHN,191,996,195,0,1575,3,1125,1185,330
33242140,2022-02-06 21:34:48.323,N,22300673,JDHWT43AHZ,191,996,195,0,0,3,1125,1185,0
33242092,2022-02-06 21:34:18.320,N,22100630,JDHWT41AHN,184,872,262,132.75,0,1,3444,1157,330
33242054,2022-02-06 21:33:48.313,N,22100630,JDHWT41AHN,184,872,262,132.75,0,1,3444,1157,330
33242026,2022-02-06 21:33:18.327,N,22100630,JDHWT41AHN,184,872,262,132.75,0,1,3444,1157,330
33241997,2022-02-06 21:32:48.327,N,22100630,JDHWT41AHN,184,872,262,132.75,0,1,3444,1157,330
33241794,2022-02-06 21:28:18.323,N,22100630,JDHWT41AHN,184,872,262,132.75,1595,1,1313,1157,330
33241497,2022-02-06 21:21:18.307,N,22400677,JDHWT41AHN,194,1010,181,89.25,1592,4,900,1233,330
33241322,2022-02-06 21:17:48.310,N,22300672,JDTL0550DN,177,586,0,52.2,1546,5,487,1780,22
33240974,2022-02-06 21:10:18.377,N,22200640,JDTL0550DN,185,1352,103,0,0,2,457,1780,0
33240966,2022-02-06 21:10:18.290,N,22200640,JDTL0550DN,185,1352,103,0,0,2,457,1780,0
33240239,2022-02-06 20:55:48.297,N,22300672,JDTL0550DN,177,586,0,52.2,1546,5,487,1780,0
